レビュー文, スコア
また、饅頭屋で働いている女の子、結構可愛いなあと思ってみてたら、彼女は香港の国民的アイドルだそうで、納得, 21.721201
マコーレー・カルキンは可愛らしいが、都合よく話が進んでいってしまうので、彼の愛嬌が無ければおそらくここまでの評価は得られなかったであろう, 21.619273
公開時はかなり評判よかった気がするしDVDも売れたみたいだが、、、、, 21.581777
この映画ではフォレストの誠実さ、一途さを通じて、“一期一会”のすばらしさを描いた作品だとおもうんです, 21.444503
自分のことを本気で考えてくれる親友の大切さ、人とのふれあいなどが上手く描かれていて良かったです, 21.382342
ボストンの街の雰囲気やボストンの人たちをとても良く描いていたと思います, 20.990653
ウィルのぐじぐじとした苦悩に共感できなかったりするので、あまり楽しめませんでした, 20.922693
インディペンデンスデイでもそうだったが、この作品でも核があたかも人類を救うかの如く扱われている, 20.910270
特に、亡き妻への思いを語る場面では、人を愛するとはどういうことかをしみじみと感じさせてくれ、この映画の中で私が一番じ～んときたシーンでした, 20.798439
ちょうど就職活動の時にビデオでみて、自分の将来に着いて考えさせられた, 20.740848
やっぱり濃ゆ～いアメリカンジョークや下ネタよりこういう漫画チックなくだらない笑いのほうが好き, 20.679683
アメリカのビジネススクールを舞台にした設定が興味を惹きました, 20.666655
かなりやりすぎのところもありますが、今まで観た、実写とCGの融合みたいな作品で一番違和感がなかったです, 20.606155
鑑賞後の一番の感想は、、一気に並以下のB級映画に成り下がってしまったように思いました, 20.474968
サッカーの知識とか全く必要ナシで、とにかく笑える, 20.452689
前半の飛行機のシーンとかもスリルあってよかった, 20.449962
素直な可笑しさが思ったよりも少ないのは、文化の違いによるものかと思ったが、実際はアメリカ本国でも失笑の連続だったようだ, 20.394629
私の人生の側に常にいてほしいような、こんな作品に逢ったのは初めてで１回目は呆然と観ることしかできませんでした, 20.371291
何度観たかわかりませんが、あらゆる意味で私にとって10点の映画です, 20.222082
初めてこの映画を観たときはそれなりに満足したのだが、今、振り返ってみるとただ楽しいというだけであまり印象に残らない, 20.138227
ピザの配達人にビデオの音声で受け答えするシーンが愉快でした, 20.121457
この映画のおかげでアメリカが好きになり、歴史など調べたり、書物をあさりました, 19.986240
だけど、とっても難しい科学を理解しようとする間にお話はどんどん進んでいき、あれよあれよという間に終わっちゃた～, 19.937557
一見さんにはちょっとツラい世界観と萌えっぷり（そして、拾いにくいエピソード）でしたが、まあ及第点はアッサリとクリアしていた印象です, 19.805659
核に向かって地中を突き進んでいく描写も迫力があった, 19.759542
今まで見た映画の中で文句なしのベストです, 19.748920
正直彼が無言でこの作品に出ていたとしても、アカデミー賞取れる気がする, 19.705169
子供の頃観て本気で憧れたまあいいんじゃないですか, 19.657736
最初は笑えたけど最後はきっちりまとまっていて感動した, 19.638306
特に、会話のウイットに富んだセンスが、実に、実によろしい, 19.560115
涙あり笑いありの作品で、また観たいし観ていない人には観てもらいたい作品, 19.527398
基本線は好きですが、前半のビン割り多発やタコ殴り場面は、中国っぽいと言えばそうなんだけれど、私にはなじめませんでした, 19.464120
“昔々、ガンプという愉快な男がいました・・, 19.442332
 世界中のボンクラ男子にとって「女神」としか言い様がない、ミラ・クニス演じる“ローリー”こそ、完全なる空想の産物であり、もし存在するならそれは「奇跡」としか言い様がない, 19.394066
内容は、よくもまあこれだけの撃退方法を考えたな、というくらいアイデアに富んでいる, 19.357631
探査艇の操作訓練がとても大変そうで、学者や博士の体力気力で任務がつとまるのかどうか, 19.313255
初期設定の面白さはさておき、そこからほとんど予想できるような展開だったのが、何だかなあ, 19.291655
でもそれは実はあまり知られていないいくつかの日本料理を合わせて豪華にまとめたもの, 19.185973
中途半端で気取ったお笑いよりも、ここまでやってくれた方が後味がいいです, 19.164016
この1本でこの後注目俳優にリストアップ, 19.134488
会社の同僚が絶賛していて、割りと冷めた感じでそれを聞いていたが、反省%2C反省, 19.024942
どの場面にも景色が各々の心中を語っているようで好きだ／最後はグレイの空である, 18.910618
部屋の中の映し方の色遣いなど、映像面でも楽しめる場面が多くよかったです, 18.676107
・・・・・・日本語吹き替え版で見たほうがよかったかな・・・・奇想天外だけれど、優しさ溢れる傑作, 18.498435
今すぐ人間ドッグ希望, 18.481208
ＣＧで映像表現できる利点を最大限に生かしきり、見事（, 18.396964
せつなさと晴々さの余韻が絶妙で、この映画がアニメ映像での最終形なのかどうかまでは詳しく知りませんが集大成のようにも感じられました, 18.372119
…と、この作品を庇ってみたが、いくら庇ってみたところで、地球を救うという使命を持った人物像の描写が平べったくて、どうにもこうにも、結局は庇いきれないのだー、ということを記しておく, 18.220700
期待しすぎた部分がかなりあったので満点とまではいきませんが、ただただ笑いたい人にはお勧めです, 18.162092
物語のテンポがとても早く、最近の娯楽映画らしい作り, 18.032321
スペースシャトルが不時着するシーンまでは楽しめたので、３点, 18.011857
期待して観に行き、期待を越える出来でした, 17.921505
しかし、心は屈折し、大人を遠ざけ決して信じようとはしない, 17.879528
いやー自分はすっかりスレてしまったのですが、子供の時に見たら面白かったかなあ, 17.745116
かわいいヤンチャをやらせたら当時のマコーレ・カルキン君に勝る者はいませんね, 17.680101
小生、空手をたしなんでいますが、主人公の技量はなかなかのものと見ました, 17.648813
その辺りの前振りが本編で活きてくる感じで、最終的にはちょっと感動しちゃいました, 17.542982
僕の人生の中で最高の映画, 17.514085
これが実話だったら話は別だが、フィクション上でのヒューマニズムはイマイチ説得力が有りません…, 17.495401
が、目元はあまりパッチリさせずに、序盤のシーンみたいな目が俺的には好きだなー（細かい, 17.490368
幼い頃繰り返しみては大笑いしていたホームアローン, 17.432112
前半は割と迫力があってよかったのに徐々に尻すぼみになってしまったのが残念, 17.379996
そういうわけで文句なしで１０点, 17.366943
ガンプが次々と起こす成功は、観ていて爽快でこの映画の長さも忘れさせる, 17.339174
ちょっと出てくる女性陣が美人居ないのが、目に毒だったけど、これはこれでいいかも, 17.221391
うーん、これを某放送局では最高のB級映画と呼んでいたが、これはB級じゃないぞ, 17.219463
人の意見は千差万別であるにもかかわらず、これだけの人が皆高得点をつけるっていうのは凄いですね, 17.217740
 色々なところに仕掛けがしてあったけど、もう少しアメリカの歴史を知っていたらもっと楽しく観れたと思った, 17.172829
最高の理解者が二人もいて、うらやましい, 17.106363
この映画に関して何の知識もない状態で、夜、寝る時に何気なくつけていたテレビでやっていた・・・なんてシチュエーションならたぶん相当おもしろいと思う, 17.094390
（なんでそんなこと言うかって、そりゃぁ・・・笑）今まで観てきた作品の中で一番満足感を得ることが出来た一品, 17.065850
どんなに優れた読解力と分析力、並外れて鋭い洞察力をもってしても、忌まわしき過去から自らを解放するにはよき理解者の助けが必要だということだろう, 16.932026
あらかじめ船の機能、性能を説明していないのも減点材料, 16.892887
海底を進む場面で、さりげなくみせておいて、最後の救出の重要なキーとなる, 16.490250
あて布にミッヒーさむとかサンリオの皆さんとかがはってあるんですが、権利関係とかはクリアしてるんでしょーか, 16.446600
俳優陣の熱演が光り、作品をより高いレベルに昇華しています, 16.328817
まず、僕からするとお金持ちの家の人が自分は貧乏だと思い込んでいて、君はリッチだよ, 16.324828
オープニングからしばらくは期待したんですけどね、ＳＦだと分った時点でチカラが抜けました, 16.156190
確かにあちらは名作ですが、こちらは当時全米歴代興行収入第４位を記録した映画, 16.094379
小学校のとき学校で見てかなりおもしろっかった思い出があるこれは爆笑しました, 16.074217
皆さん書いておられますが、これだけを初めてみた人には理解しにくい場面も多かったのではないかと思います, 15.971150
インターネットで、感動する映画ベスト１０で見かけたこの映画, 15.857214
興味がなかったけど、機会があったのでみたら全く期待してないせいもあって楽しめた, 15.857214
苦いだけでなく、甘いだけでもなく、人生っていうのはただそこにある現実で、それを受け止めて歩んでいくものなんだろうな, 15.792515
◆感心したのは船の超音波に鯨が寄ってくるという伏線, 15.676491
それにしても男はいつまでたっても子どもだな～って思わされ、彼女が可哀想だな～って思わらせたりしたけど、最後には上手いこといい感じになっていて、非常に後味が良かった, 15.651664
しかし数学者になれなかった者は幸いである, 15.624375
」とか思ったのですが、何回も見ているうちに素晴らしさが分かってきました, 15.448665
目標とするものに向かって、脇目も振らずに進んでいく姿は、それが何であれ感動的です, 15.413850
結構笑えたし10点満点付けたい所ですが9点を選びました, 15.362703
感動作とかいう映画では普段めったに泣くことがないんですが、この作品のラストでは、“なぜだか”涙がポロリと落ちてしまいます, 15.085423
日本人のためのテッドを製作したら面白いのにと思った, 15.044826
個人的に一番面白かったのはナレーターの最後の一言, 14.976007
子どもが家に残ってしまう、という設定をこしらえる部分が丁寧, 14.945768
またデジタル合成技術をこれほど巧く物語に溶け込ませ成功させた作品も、かつてなかったのではないだろうか, 14.942522
 ぜひとも、友達や家族等を誘って、人の多い映画館で観てください, 14.839455
ストーリーだけで感動した数少ない映画でした, 14.708790
テンポのよいストーリーで次の展開をワクワクしながら楽しめます, 14.662956
前半は退屈だったが、後半のインパクトで帳消しです, 14.566585
ただ純粋に面白い映画だと思います♪あんな手口で泥棒を撃退できたら楽しいなー, 14.484941
この手のお話は、サラっと終わらせて余韻を持たせるのが常識でしょう, 14.353486
個人的には地底船の先端にドリルがなかったのが、残念でしたが…ストーリ的には、突っ込みところ満載で面白かったです, 14.319725
鑑賞後は結構面白い映画だったと思えても、時間の経過とともにどんどん印象が薄くなる, 14.174786
二人が学生時代に一緒に考えたらしい・・・確か, 14.054631
最後の爽やかさは、やはり映画にはカタルシスとして、ときには欲しいです, 14.005344
ラストの感動、すっきり晴れ晴れしたした私がいました, 14.004470
ＣＧ自体はまだまだこれからという感じだが、使い方が面白く、バレバレでも許せてしまう, 13.949768
最後に出てきた白い羽がなんとも意味深でよかったと思う, 13.919124
そいつのためなら、例え遠い所へ行ってしまうとしても背中を押してやる, 13.836170
ウィルのことを一番理解していて, 13.790112
良い作品だとは思うのですが、周りの人ほど感動できなかった, 13.775382
ＣＧがすごくてアニメみたいなんですが、現実ではありえないことばかり起こって面白いですよ, 13.737996
ってか、撃退方法よく考えますよね～, 13.661588
偉い学者さんが結構好きですね、ジムスキー, 13.661588
子供のための映画でしかない, 13.565594
って感じで、印象に残ったのはゲイリー・シニーズの好演ぐらいだった, 13.558802
映画としても一言でいうと「ぬるい」作品で、作中にちりばめられた数々のオマージュ、パロディは楽しめるが、だからどうしたという感じ, 13.503481
ルート６６をひたすら走る車の後姿と、エリオットスミスの曲（どなたかも書いてましたね）の組み合わせが滅茶苦茶好み, 13.268546
と身を乗り出して観ていたら出発後の艇内はとても快適そうで少し拍子抜けしてしまいました, 13.256123
小学生の頃の僕は楽しんで見ました, 13.243701
小気味よいテンポで最後まで突っ走ってます, 13.190859
ハリウッドのコメディらしく下ネタが多いが、けっこう笑えて面白かった, 13.146080
舞台上のシニーズ、本当にスーパースターの風格でした…, 13.004580
感動させるだけじゃなく、細部に施されたユーモア（遊び心, 12.990559
純粋で誠実ならば人生うまくいくということが、本当に羨ましい, 12.888172
そして、ジム・キャリーのお尻はとってもキュート, 12.850658
自分の道は自分で決めるということの大切さを学びました, 12.806884
アメリカの友達がある日、とてもこの映画が好きだと言っていたのを思い出した, 12.737558
最近見た映画で後味最高, 12.679960
キーパーの服がぶっ飛んでいくセンスがナイスです, 12.628643
僕の中ではお笑い映画じゃありません, 12.486344
（メン・イン・ブラックⅡのついでに借りたのですが、コイツの方が最高に楽しめた, 12.485216
映画はケビン少年の賢さが際だっていて、大人の側がふがいない, 12.405500
これが実話だとはびっくりしましたあらあら、みなさん１０点ですか, 12.197702
９０年代に見た映画のうち一番良かった, 12.056834
」という部分が割合あり、その点に関しては思いの他楽しめて良かったです, 12.043780
主人公の甘えが強く感じられ、馴染めませんでした, 12.006646
起きたらクルーが４人に減ってたが、問題なし, 11.959213
何がいいのか自分には理解できなかった, 11.802563
あったかい映画で好き何回も見た, 11.783502
青野武さんとか、この人以外に考えられないっていうほどマッチしてますよね, 11.770571
その時は面白かったんだけど、さすがに今見るとちょっとつまらないかも, 11.770273
 ほとんどマンガの世界を、ここまで真剣に創るとは, 11.622136
それをフォレストと絡めて面白く楽しくリズミカルに展開していて良かったです, 11.546008
ジェニーの行動が理解できませんでした, 11.546008
ラストで、あのハッカーに惚れました, 11.469047
男の友情は良かったですが, 11.382720
男たちの友情がとても上手に描かれていたと思います, 11.382720
これはもう今まで私が見た映画の中で一番の作品です, 11.373226
もう、言い尽くせない、みた人だけが分かる感動だよこれは, 11.367437
最近観た中では断トツです, 11.346910
人生はイエスでいこう, 11.313498
この手の映画が万人に対して説得力を持つというのは、難しいのかも知れません, 11.277359
決してエンタメ作品ではないのでスカッとするわけではないが、じわじわ来る良作, 11.266065
要所要所で、背中を押す役まわり（泣かせます）, 11.266065
学者や博士はもともとそういう感情が理性によって抑えられているといえばそれまでですが・・・, 11.266065
しかし、カルキン君は思いっきりひとりを楽しんでましたね, 11.253643
今思えば空前のヒットである, 11.150882
いい映画でしたが、期待以上では無かったですね, 11.076333
有吉の吹替でみたけど、彼のキャラにあっていて、台詞回しは面白かった, 11.035182
泣かせるっていう映画ではないのですが、何か心温まる映画です, 10.995489
自分の中ではこれが最もすばらしい映画だと思う, 10.934034
勇気を持ってあと３，４歩進めば、このベクトルでも芸術映画が撮れるよ（きっと）, 10.900589
けいおんのように明るいものになるかと想像していたのですが、むむ、難しい内容でした, 10.868207
今まで見た映画でこれほどおもしろい映画はなかったもちろん満点, 10.798662
国家レベルのアクセス権限があるのだがら、専門家がやればよい, 10.796062
しかし流石に最後のオチは強引だし収拾がつかなくなっていましたが、まあそこはそれとして良いんじゃないでしょうか, 10.794207
のビデオのネタが最高に面白かった, 10.559696
アルマゲドンの方がまだ面白かった, 10.524357
始めから興味をそそるストーリーになっていて、とってもよかった, 10.470991
映画は評判通りにしょうもなくて、その“体勢”で観るのに相応しかった, 10.459818
）とデルロイ・リンドウで楽しめたのが救いです, 10.455135
2時間41分、良い時間を過ごすことができました, 10.399670
この内容では、「涼宮ハルヒ」を初めて見た人には何のことやらさっぱり分からんでしょうに, 10.334408
このシリーズの中では、これが一番だったかなぁ, 10.259591
とツッコミたい設定へ突入していくが、その突っ切り方が良かった, 10.178438
何でも有りでも一つぐらい真実味が欲しく、通信ぐらいは不通にすべきである, 10.178438
ファミリーで楽しめる映画としては最高の出来に入るのでは, 10.064847
個人的には、おじいさんのエピソードがかなり好き, 9.808621
もしも映画でなければ、おそらく一生観る事はなかっただろう, 9.738271
同時期にあったショーシャンクのほうが個人的には好きだが、こっちも良い作品だと思う, 9.690005
期待しすぎていたせいか、おもしろくなかった, 9.666322
Redemptionの意味が分からない人が多かったとか, 9.536562
まだアルマゲドンのほうが無理やり盛り上がって好きです, 9.291151
多分結果が見えすぎてもーてるからかな、助かる人とか、亡くなる順番とか、あまりにもお決まりすぎて, 9.278300
そんな訳で、皆さんの様には感動することが出来ませんでした、ごめんなさい, 9.161554
自分が中学生くらいだったらもっと好きになれたかもしれないです, 9.102252
う～ん、泣きはしなかったが素直に感動できる映画だ, 8.973175
上映が終わった後は映画館が拍手喝采, 8.914919
あのハッカーの人が一番すてきでした, 8.832013
後は素直に大笑いできました, 8.668059
その逆に、実在するのだが、その真の姿を見たことがない場合がある, 8.657010
カップルとか、一人で笑いたい時にでもみれば十分だろう, 8.654158
あまり、期待しないで見たけど、大当たり, 8.526888
点数は低めですが、大いに期待するです, 8.526888
カップルで見れたら、良い教訓となり、見終わったあと良い話合いが出来るのかも, 8.480221
映画が終わったあとのあの清々しさは今まで感じたことがないものだった, 8.216542
あの子は実は伊集院光なのよ、知ってた, 8.070906
１９年間、絶えずを胸に抱き続けた想い, 8.034767
出演者とか、魅力を感じない作品ですねー, 7.905690
この人が一番、親近感を覚えます, 7.844573
僕の中で最高の映画ですね, 7.810024
単純で気持ちいい話だったよ, 7.745835
すべてのシナリオが、完璧だった, 7.734662
スカイラブハリケーンとかかなりリアルに描写できるんではないかと思います, 7.682546
迫力はそこそこあるので映画館で見たほうがいいかも, 7.681713
楽しく、面白く、可愛いコメディ, 7.624619
ちょっと女の子の肌にはひきましたけど・・・あれは別になくても良かったのでは・・・, 7.600902
特撮とかCGとかの表現のみで見せる映画はもういいです, 7.483119
直球ですが最後まで集中して観ることができる映画として、上質だと思います, 7.411490
でも、すごく感動した, 7.363737
考えたいのか、感動したいのか, 7.363737
この映画で教わった、大切な事, 7.330326
普通に楽しめたよ, 7.330326
地中に潜るまでは内容が物凄く良かったのに…, 7.305481
アンディラウとか金城武とかうっとうしいの消えろ, 7.236259
私はギャグ映画として観たので中盤が一番面白かったです, 7.236259
兎に角原作はあまりお勧めできません, 7.223837
この作品で、友情のなんたるかを教わった, 7.223837
素直に見て、ただ楽しむためだけの映画, 7.151559
今まで観た映画で一番好きな映画, 7.133499
しかし、一緒になって大笑いでした, 6.989399
映画館で期待せずにいたら、結構おもしろかった, 6.917450
全然期待しないで観たら・・・面白かった, 6.917450
ヘイウッドの、ウィリアムザドラーが、良い味を出しています, 6.884039
この頃のマコーレーはかわいいし、役柄も見事にこなしている, 6.884039
終った後のすがすがしさは、言葉では言い表せません, 6.835477
あのシーンが一番面白かっただけに残念, 6.694307
自分も相当楽しめたよ, 6.694307
随分と久しぶりに鑑賞したが、改めて良作だと感じた, 6.684612
これはヤバイ・・・・隕石モノのネタが尽きたので少し趣向を変えてやってみましたという感じだが、やってることは同じ, 6.666322
すべり受けで、パワーでもって行くっていう感じ, 6.514082
物語の切り口が新鮮だったので、意外にも楽しめました, 6.461468
（笑）もう本当、笑わずにはいられなかった…, 6.298933
セミナーだとか、金銭面のこととかは別にいいから, 6.261487
話しの流れが分かりやすかったので、その点は良し, 6.124594
なんか、この映画、見るたびに味が出てくるなぁ, 6.073109
少しイライラもして…でもこの映画は観れば観るほど味がでてくるのだなあとは思いました, 6.073109
大人であればあるほど きっとその良さが分かるはず, 6.073109
話は単純でわかりやすいし、トリックもまあまあ面白い, 5.889537
映像だけを楽しみに行ったのですが、これがなかなかどうして面白い, 5.873682
笑わせるところも持たせながら、本当にきれいにきれいに作られたという感じ, 5.844651
でも、あり得ない感じの演出は良かったです, 5.844651
見た直後はふ～ん、って感じだったのですが、段々といい映画に思えてきました, 5.703152
大体、知的障害者を笑い者にしてはいかんだろ, 5.626821
冒頭は面白かったが核心に迫るにつれ段々としぼんでいってしまった, 5.626821
最近、あなたは付き合いどうですか, 5.497744
日本では大ヒットをしましたが, 5.472899
これだけ投票があってなお満点に近いってところが、すごい映画ですね, 5.274601
ここまで徹底してたら、かえって気持ちいいでしょ, 5.075174
・・・まぁ、そのへんは置いといて・・・ケビンが可愛かった～, 4.828314
大笑いではないけど、楽しくはあった, 4.581454
同じことの繰り返しが続く２時間、正直イライラしました, 4.286573
話は単純で楽しめました, 4.280099
恋人はあのルックスで良かったでしょ, 4.017384
掴みは良かったんだけどお尻がついて行っていなかった, 4.017384
そこに果敢に挑戦した点がまずいい, 3.716648
観てみたら、見事に、その通りじゃんか, 3.575779
楽しめるんだけど、なんか寂しい気持ちになるんですよ、これ, 3.465736
ともかく、この作品をコメディとして楽しむことはできませんでした, 3.430971
MIT出身なので、それだけで好き, 3.218876
ツッコミ所はありますが、あまり深く考えずにみれば十分楽しめるのでは, 3.218876
バイクで激走するところなんか大好きだね, 3.218876
でも、３まで出来てるのはここで知りました, 2.772589
本気で口論できる相手がいるのは素晴らしいことです, 2.637146
中学生くらいだったけど、面白かった～っ、て感じた, 2.407946
終始きれいなセリフばかりでちょっとむずがゆいが・・・, 2.407946
話題作だったので、観たのだが, 2.407946
それ以外は面白かったです, 2.140050
ああ迄物事うまくいくと観ていてしらけまくり, 1.609438
コメディーで一番, 1.609438
彼女が好みではなかったのは置いといて、素晴らしい映画でした, 1.609438
荒が目立つよね, 1.609438
それはそれで正解だと思います, 1.609438
なので、この映画の趣旨は好きです, 1.609438
この作品で、私は映画が好きになった, 0.000000
この映画を見て得た収穫は、まず、オペラのよさを知ったこと, -0.974772
安心してみることができます, -1.785702
