レビュー文, スコア
よいところはやっぱりやっぱり綺麗で迫力ある絵と音楽ですよね～城の重圧感とか久石さん独特の和音の響きやワルツ･･･たまらん～（≧△≦）マイケルがちっちゃすぎてたのは気になってたんですが（え, 45.803713
その合わせ技が説教臭くない家族愛を示していたように思える, 45.568476
その中で、ウォンカのお父さんとチャーリーのお父さんのポジションが気に入りました, 45.563720
そして、帽子を作るだけの人生を過ごしてきたソフィーが、初めて見た美しい湖を前につぶやく言葉に、少しばかり泣けてしまった, 45.198022
宮崎さんの優れた観察力は、花も盛りの年頃では、具現化できなかったのでは, 45.064262
原作を知っている者は大きな驚きと更なる感動を味わう事が出来るだろう, 44.910011
この映画の感想、すごく面白かったとか感動したとは言えないし、でもつまらなかったというわけでもなかった, 44.718208
ソフィーが妹の店に向かう途中、坂越しに見える海沿いの町の景色の美しさにも鳥肌が立った, 44.687196
ここ何年間で最高の作品, 44.676117
途中までは様々な伏線が絡み合い、わくわくしながら観ていたのですが、その伏線はほぼ解決されることなく、“ハッピーエンドね”で終了ー, 44.271921
しかし、結局家族愛かよ（それだけじゃないけど）, 43.959038
ジョニー・デップがすごい、ディープ・ロイのインパクトが高い、劇中の音楽が良い, 43.725400
日本の俳優のアフレコレベルの低さに閉口していましたが、この作品は賞賛します, 43.658651
ソフィーはあんなおばあちゃんいたら良いと思ったし、ハウルはヒタスラカッコ良かった, 43.417556
きちんと理屈を追うことと、理屈を越えた面白さやかっこよさを見せることの両方をしっかりとやっているのです, 43.292248
ストーリーとかは正直どうでも良くて、雰囲気を楽しむ映画かも, 42.707988
音楽や映像は美しかったのですが、肝心要のストーリーがわからない（説明不足）と、本末転倒です, 42.629214
今まで観た映画の中で一番泣けた, 42.623543
部分的には、アニメでここまで出来るんだ、という映像に対する感激はあった, 42.245866
母の父（つまり私の祖父）は命からがら中国戦線から戻り、幸運にも一家を養うことが出来た, 42.015641
多くのハリウット映画などとは違って、付け足しではなく、本当に反戦の意志が伝わってきます, 42.003547
ほんとにたくさんの、最高の素材を使っている映画でした, 41.804120
子供に哀願されて渋々行った日本語版でしたが、良かったと心底思いました, 41.663367
滅多に吹替えでみないのですが、三浦友和の吹替えはプロの声優かと思ってました, 41.574809
この映画では節子の声優さんがすばらしいです, 41.357033
高畑映画では最高のできでしょう, 41.005612
映画観に行った１０日後に無事娘が誕生し、その娘も４ヶ月を過ぎました, 40.265032
今では自分への戒めの意味を込めて年に１回は観るようにしています, 40.208544
期待はずれに終わったらどうしようという気持ちは少しありましたが、始まった途端どんどん映画にのめりこんでいきました, 40.128813
あとは・・・まぁ、所々面白かったですが１回観たらもういいや、な映画でした, 40.018172
確かに城はよく動いていたし、背景もきれいだったけど、それではＣＧだけを売り物にして中身空っぽのそこらの映画と同じではないか, 39.876673
それゆえにこの作品は、ラストよりも、序盤の「おい、これどうやって収拾するんだよ」と思わされてる時が一番面白かったです, 39.795687
見終わった今、やっぱり映画館まで足を運ぶだけの価値が十分にあったと思う, 39.690166
しかし、彼が持っているある秘密、最終的にはそれがソフィーによって明らかになりますが、そこに至るまでの流れるような物語展開が素晴らしいです, 39.671878
面白かったことは面白かったんだけど、ストーリーの説明が足りない気がするのは私だけ, 39.661739
私が知っているピクサーの中では文句なく№1, 39.633239
これら謎の回収の仕方、新郎を探す3人のドタバタ感、下世話な笑いの数々, 39.530378
しかし、王道の話を正面から正々堂々と描くのは、力のある製作者にしか出来ないことです, 39.496523
それは、ソフィーの前向きな美しい気持ちが素直に表現されていたから, 39.319657
観れば観るほど、感動が大きくなる作品かもしれません, 39.126257
 ほんとによくまとまってて、最後まで全然飽きることなく楽しめたもの, 39.105248
その点が妙にリアルで、そーゆう意味では、ブレアウィッチに近いものがあります, 39.101835
この作品は、幼くして亡くなった最愛の妹へのレクイエムで書かれた物です, 39.006545
結果の良し悪しはともかくとして、私は兄、清太の取った行動の気持ちも少し理解できるような気がしました, 38.977602
各キャラクターが独立して、ときには適材適所で能力を発揮していく, 38.612959
今まで観たハリウッドアニメでは一番だと思います, 38.555858
後半部分はスピード感があって、それぞれの持ち味が生かされていて面白かった, 38.466776
途中までは結構引き込まれながら見てたんですが、カメラに映る映像や、カップルのやり取りが同じことの繰り返しでなかなか進展がないので、ちょっとだれてきます, 38.424382
そう、謎を残して引っ張っているため、せっかくの作品の評価が下がってしまった, 38.409393
大画面でこそ、という映画の醍醐味をしっかり味わわせてくれる事, 38.038280
ジブリはいったい、この作品をどの年層に見て欲しいのかを、至極知りたいです, 38.037010
連れてこられて泣き叫んでいたベビーちゃんたちは可哀想だったけど、最近あまりない「満員御礼映画館」の雰囲気を味わえたのは良かったです, 37.978424
賛否両論になるであろうこの映画ですが、以上の理由から僕は支持したいと思います, 37.915014
日本でいうと阿部寛辺りがこの手の作品に出会えたら面白いと思うのに, 37.898070
そして、そういう映画は、長い長い監督人生において、一本作れば十分だと思う, 37.710864
彼女の心理状態で、見た目を描き分ける所に面白さがあるのなら、声の有り方も同じだろう, 37.662786
また能力に適正を出すことでさらに魅力が引き立っている, 36.708455
わかりやすいメッセージ、感動が老若男女問わず多くの人々の心をつかんだのではないだろうか, 36.699862
家族ってイイなぁ～（＾▽＾）皆さん、点数高いですね, 36.334419
こうしてまた一段とピクサーに対する信頼感が上がったのでした, 36.148214
この映画ではウィリー・ウォンカは絶大な成功者です, 35.988366
物語の後半、ハウルを愛する事で活き活きとする彼女, 35.935236
ジブリ映画では一番好きだぞ, 35.558056
工場の中がすごくファンタジーできれいだった, 35.502756
この映画の幼い兄妹のように、いちばん弱い立場にいる人が、一番傷つくから・・・, 35.460435
この手の映画には付きものの、どうしてそこで冷静にカメラ回せるかな, 35.424296
まあキャラクターや魔法、世界観の描き方は相変わらず最高です, 35.326790
この映画は個性的で独特の雰囲気がＧｏｏｄ, 35.306513
それ以前に大事なのは、愛しさを感じることが出来るかどうかであって、感じられればそれで良しってだけのことである, 35.257481
そんで裁判に勝ったら「勝訴」っていう紙を持ったダッシュが町中走り回る・・・なんて映画できねーかなー, 35.189858
続編が作られるほどの評判ということで、期待してようやく鑑賞, 35.020228
黒木瞳の声優、予想以上にうまかったです, 34.630915
そして、たとえとった行動が愚かではあっても、叢で並んで仲良くおしっこができるほどの幼い兄と妹の強い愛と絆をこそ伝えようとしたのではないのでしょうか, 34.513931
ピクサーで1番楽しめました, 34.279494
 ヒーローのカッチョよさの描き方がイイッ, 34.116704
理屈抜きで楽しめる訳でもなく、強いメッセージ性、感動、がある訳でもなく, 33.885323
ストーリーもよかったし、奥さんのキャラはとても魅力的でした, 33.865161
『２００１年宇宙の旅』のパロディで、ご丁寧にもバックにリゲティのレクイエムを流すあたり、このおバカぶりにハマってしまって、必死で笑いをこらえておりました, 33.714624
と期待がイッキに高まり、ガキどもが次々抹殺されていくところまでは最高だった, 33.660849
しかし、ある意味ではバートンらしさを取り戻した、つまり原点回帰を果たしたとも言える, 33.567313
置かれた境遇の悲しさと、アイデンティティに目覚める悦びが同時に描かれるこの場面、オイラ的には全編で最大最高の泣き所でした, 33.544396
館と同じで若いうちに観ておいたほうがよい作品, 33.310502
これは高畑監督の清太に対する気持ち、そのものではないだろうか, 33.292692
ちょっと・・・後味の悪さは最高だが、一度は見といても損はない, 33.185826
タイトルから、てっきりドタバタ･コメディーを想像していたら、結構シナリオが練られている作品だった, 33.074936
これが実際に映画で見るととっても魅力的でもうびっくり, 32.972472
邦画も旬な芸能人に頼るだけでなく、こういうふうに内容で勝負できるようになれば産業として潤うんですけどねキャラクターが魅力的で、それだけでも十分楽しめます, 32.885460
私は千と千尋をそれほど評価してませんが、それでも海を走る列車での静かな描写などは卓越だと感じました, 32.816238
とにかく、僕の中ではピクサーの一番星です, 32.701767
そして、ラストによって今までの物語の意味が再認識できます, 32.617309
ゴールドチケットというツールで次々と役者が揃い、人形が燃え盛って、デップ登場, 32.569378
凄まじくクオリティの高い造形、動き、ビジュアルセンス、美術、非の打ち所が無いとはこのこと, 32.383858
見る前はキムタクが声優かよ～と思ってましたが、割と良かったですね, 32.298802
今の自分があの時代に生きていたら、清太のように生きられる自信はない・・, 32.092133
だが、この映画を観て心に打ち込まれた楔は、一生抜けまい…, 31.947266
さすがピクサー、ってな感じできちんと作りこまれた、泣いて笑えてハラハラドキドキ, 31.695038
エンドクレジットも洗練されており、久々にＤＶＤ鑑賞でありながら最後まで観ました, 31.595160
後々考えてみると、やりたいことを思うとおりにやっているこの監督への賞賛というか羨望の涙でもある, 31.576483
キャラクター、音楽、小道具、相変わらずすべて一級品です, 31.540249
面白い映画ではあったが、そこまでは・・・という感じもある, 31.477262
それはそれぞれのキャラが良かった事です, 31.375571
本作はそれに加え、CGの美しさも目を見張らせるので、「一粒で二度おいしい」嬉しさを感じますね, 31.375033
しかし、こういう、当時の日本国民が味わった辛苦をいまの日本人はちゃんとしって、先人に感謝しなければならない, 31.342623
吉森みきおか誰かの漫画で読んだ時の方が感動しました, 31.167907
家族は大切だ, 31.153885
ラスト・シーンの雪の降るチャーリーのおうちが良かったなぁ～, 30.873613
映像の綺麗さ、音楽のよさは最高です, 30.864745
テンポの良さも、キャラクターが立っているところも、それぞれ素晴らしいのは認める, 30.828606
それが証拠に、後に座ってた女性二人組が鑑賞後、開口一番「さっぱりわけ解んなかった」, 30.823386
公開前は不安材料だとばかり思われていたが、見終わってみれば拍手を贈らずにはいられない見事な声優キャスティング, 30.676941
全世界で１００億円の興行収入があった大ヒット作が日本で見れない, 30.613834
19才の若いソフィーから99歳のおばあちゃんまで、とても良く演じていました, 30.579320
特別に笑えるとか、泣けるという作品ではないし、先の展開も読めてしまうんだけど、それでも面白い, 30.514197
色彩豊かでキレイなのに、割とドスグロイ所があるのが好き◎あなたのお子さんが「この映画、すっごく面白い, 30.349122
待ち焦がれた４番打者には、観客は常にホームランを期待するから, 30.171396
その彼女の孤独が、冒頭の帽子作りのシーンで、すごく上手に表現されています, 29.991534
今や、体の伸び縮みだって、あり得ない怪力だって、超高速移動だって、なんでも実写でできちゃう時代, 29.845849
論理的、科学的におかしな点があっても、そこにツッコミを入れるのは野暮というもの, 29.699807
チャーリーの優しさに感動して、前半で大泣きしてしまった, 29.616396
個人的に、飲み会中の様子の写真を撮ることが好きだ, 29.564636
こんなに泣けるとは…勉強漬けの日々が続いて、休みが無く、精神的におかしくなっていた俺を見事立ち直らせるほどの映画である, 29.550614
"ハウル"の後で観たせいもあるのか、断然こっちの方が面白かった, 29.426335
そういう訳で、私的に唯一新鮮だったタイトル・バックに6点献上, 29.292575
スーパースーツを着ていない時でも突然手がビュッと伸びるのがたまらなくセクシーだ, 29.240459
ストーリーが子供向けかもしれないけど、それを吹き飛ばすほどの面白さ, 29.112182
絵、音楽、演出全て完璧しかし、やはり叔母の家にいておくべきではなかったのか, 29.045715
メッセージがどうこうじゃなく、見ていて素直に楽しめる作品でした, 28.681616
1カット1カットがこれでもかと言うほど念入りに作りこまれていて、それを惜しげもなく短いカットでバッサバッサとつないでいく, 28.347885
セットも豪華になってＣＧも使って最後家まで飛んでっちゃったし、ラストもちょっと変わってたんでね, 28.347885
おそらく別のタイミングで観ればもっと単純に楽しめただろうし、今後シリーズ作を観たならば、彼らに対する愛着が深まることは明らかだとも思える, 28.130909
一緒にみた子供（男）はすっごく喜んでました, 27.945974
最先端のＣＧは見事としか言いようが無く、心を鷲掴みにしたのは”奥さんキャラ”であった, 27.575848
名作とは時に評価のわかれるものであり、前作もそうでした, 27.502582
）の俳優さんたちがまた出演していましたね（笑）最初から最後まで楽しかった, 27.200711
後はキムタクの話題性で客を呼ぶだけ, 26.837196
掃除するシーンが何だか気持ち良くて、家に帰って掃除機かけちゃいました, 26.397520
私は子供達、いやお坊ちゃま方の反応に終始同感させていただきました, 26.315876
第三弾まで製作された人気コメディシリーズの一作目をようやく鑑賞, 26.288565
原作も馴染みがあったし、なんかスンゴイ面白そー♪という、大いなる期待のもと観に行きました, 26.141590
初めて観てから何年後だったでしょうか、何気なく立ち寄ったＣＤショップに陳列してあったビデオに「１４歳と４歳で生きようと思った」と書いてあり、その場で目頭が熱くなってしまいました, 26.131627
肝心のキャラクターもそれぞれの個性がしっかり出ていて良かった, 26.084993
でも楽しかったで留まらずにもっと上の感動、満足がほしかった, 26.021583
色んな方が書かれていますが、前評判が高くなりすぎて期待が大きくなってしまった, 25.995408
で本作、ディズニーにしては正統派キャラがおらず、どれも個性際立つ曲者揃い, 25.842816
まぁそのあたりの安心感が、おもしろさのひとつの要因でもあるんですが, 25.644518
それぐらい出来が良かった作品です, 25.591817
ミカが「役立たず」とか言われて、ヘタレに描かれていますが、なんのなんの、最後までケイティを見放さないのは立派, 25.081576
しかしそれを克服することでまわりに勇気を与え、自らも立ち直ってゆくのである, 24.453323
1ヒット・・・のはずだが邦題を見ればわかるように制作費の80%タイソンへのギャラやろ, 24.376006
客入りは上場で、ジョニー・が出てきた時は歓声が起こった, 24.165285
なんか長い時間をかけて出来ていくものがあっという間に出来上がっていって、それが当たり前のように振舞う姿は疑問符の嵐だった, 24.094774
うーん・・・、個人的にはリスがナッツを齧って仕事してるところは大好きでした（笑）, 24.051057
男たちが事実を確認していく中に、これを入れるべきだった, 23.818803
最後の最後までああ、あれがこうでこれがああなるか、っていう面白みがあった, 23.790148
同じことの繰り返しが続く２時間、正直イライラしました, 23.654816
意外にみなさんの点数が高いことに驚きです, 23.613994
もう一度みたいというわけではありまえんがエンターテイメントとしてはこれでいいんじゃないですか, 23.363983
お話や設定がさっぱり分からないのに、見せ続ける映像はさすがです, 23.192693
一緒に見ていた彼女が怖がっていたので＋1点, 22.983900
有名俳優なんか使わずに声優にやらせた方が絶対いいっていつも思うんだけど、これはよかったです, 22.965995
特にウンパルンパのミュージカルは全てを嘘っぽくするための効果しかなかったように思える（もしかしてそれを狙ってた, 22.884351
個人的には、エドナ・モードのキャラクターがすごく好き, 22.626997
しかし、さすが土曜の試写会、しかも吹き替え版とくればお子様がとっても多かったです, 22.519708
やっぱり、子供の生活の自立がまだ出来ていないと、厳しいんですね, 22.367714
肝心のチャーリーも純真さで選ばれたと言うより、偶然最後まで残った様にしか見えない, 22.356420
母や父との永遠の別れがあまりにもあっけなくて、そこがリアルだと思った, 22.354492
決して面白い映画ではありません, 22.314355
楽しい映画で、よかったですよ, 22.314355
酒とクスリで記憶をなくした3人が思い出せないまま痕跡を辿って行き、事実を確認していく, 22.142643
最高に乾いた笑いが素敵でした, 22.109560
物語や設定は、パロディの側面を考慮するにしても、割りとありふれていて、とりたてて斬新なアイデアというのはないのです, 22.073421
けっこう笑いのツボは押さえていたし、安心してファミリーで見に行くには持って来いだとは思います, 21.908205
映像が凄いとかじゃなくて、ストーリーがいいもん, 21.853832
映像では楽しませてくれるが、ストーリーがてんで面白くありません, 21.853832
話題作だったので観ることに、, 21.117793
モテる色男、マジメな男、ちょっと精神的にぶっ飛んだ男, 20.873003
そんな中で救われたのは、主役二人が抱き合うなか、ながれはじめた主題歌, 20.495695
深く考えず、アクションシーンをわくわくしながら、見ましょう, 20.276979
スゴ過ぎて理解不可能でした・・・バーバママ最高, 20.146773
ある意味、洋画の戦争物より、リアルです, 19.844740
毎年終戦記念日あたりになるとテレビでやりますが、今年初めてまともに見ました, 19.734697
それぞれがちゃんと役割を持っていて、妙に感心しました, 19.681452
汎用性があって、一番強い能力をお持ちは、夫人, 19.275987
アクションがセンスいっぱいですばらしいですね, 19.171755
サウンドトラックを聞く―そこでまた感動できる, 19.161261
出てくる人物もみんなキャラクターをしっかりもっていてそれを上手く引き立たせるつくりはさすがです, 19.113828
海水で濡れたときの髪の質感がリアルでした, 19.042678
周りの子供達が面白い言ってたので見に行ってみましたが・・・, 18.691257
何とかボードを使って女の子の名前を調べたり、屋根裏で写真を発見したりしますがそのフリも完全スルーで後半に全く活かされていません, 18.526041
とりあえず、期待以上に面白かったです, 18.436456
僕は予告編を観てしまっていたのだが、予告編は観ずに観た方が良いだろう, 18.420681
全体的には楽しめたが、やはり子供向けだったのだと思う, 18.350331
だから、その中で純粋に生きる節子の無垢さが、いっそう際立って見えました, 18.216826
アクションをひたすら楽しむという単純さが合ったようで、昔の「トムとジェリー」を思い出した, 18.150104
その事を一緒に観た友達に言ったら引かれましたが・・・, 18.108154
面白かったので日本語吹替えでも観たのだが、これがまた良かった, 17.673792
久しぶりにサントラで感動した, 17.551823
ラストの都会の夜景を見下ろす二人のショット、あれが一番ずーんと来ました, 17.257530
つまり私が言いたいのは、興行収入が1位になるほどみんなに見て欲しい, 17.034386
3週間前に産まれた長男坊に、将来見せてあげたいなぁと思いました, 16.921286
いつもの満足感はいずこ, 16.811243
DVDを安売りしていたので購入し、期待せずに観たけど、面白かったです, 16.509808
オープニングからしばらくは期待したんですけどね、ＳＦだと分った時点でチカラが抜けました, 16.509808
これは、ラブ・ストーリーですね, 16.388672
拾ったお金でチョコを買う, 16.094379
 このページで、署名活動を経て日本公開されたと初めて知りました, 16.064354
まあ、他にも素晴らしい演出は山ほどありますが、書ききれそうに無いのでこのへんで終わりにします, 15.976596
幼い子供たちがなぜ、あそこまで苦しまなければならなかったのか, 15.942385
それだに反戦のメッセージを伝えるには十分の内容です, 15.823803
評価が低かったのであまり期待せずに見たのですが、なんのなんの、かなりドキドキしましたよ, 15.511873
拾ったお金で当たったチケットという設定もいただけない, 15.154372
実際に見て想像以上にうまくやっていたので驚いた, 15.036589
DVDには監督の解説が音声特典でついていますが、非常に興味深い, 14.764884
いや、個人的には大泉洋大好きだし、美輪さんも我修院さんも好きよ, 14.755518
でも他の部分は良かったよ, 14.660652
物語の脇を固めるのはいいがそっちが目立ちすぎてその印象が強すぎる, 14.560774
単身では失敗するが、次なる機会は仲間の協力で成功するという単純なプロット, 14.472519
あと、エンドクレジットが、ものすごく良いですね, 14.214365
結局、サリマン先生が一番悪役だと思った, 14.054631
おもしろかった～最高でした, 13.862944
私が間違っていました、彼は最高にキュートですね, 13.862944
と思わせるシーンが結構あって、かえって冷静に観てしまった, 13.826805
当然面白いんですけど、チョコがいっぱいで甘すぎるかも, 13.674011
幼稚園生の子どもとテレビで一緒に見た, 13.666271
それらしい雰囲気とイメージを幾重にも折り重ねただけに終始する, 13.661588
今回はすべりそうな予感がしていただけに、予感的中, 13.592367
しかし、全体を評価するとなると、やはりこれは素晴らしい、という結果にいたります, 13.462161
話が色んな所でどんどんつじつまが合ってくるのでそれも良かったなー, 13.369223
という私・男としての理想像でありました, 13.256123
☆しかしなんだかんだ言っても、強く生きようとした幼い二人の命に対してこの点数を付けさせてもらいました, 13.098647
ジャックジャックが一番強いの, 12.875503
いや、キムタクは意外と良かったよ, 12.875503
とくにお母さんの着物がお米に替わっていき、それをおいしそうに食べてしまうところ, 12.803225
その点は素晴らしかった, 12.476649
割と面白かったので、きょうブックオフで950円で購入しました, 12.457616
音楽も、レトロ風味たっぷりで楽しかった, 12.335150
一番面白かったのは、ベルーカの歌のシーン, 12.229789
原作も好きで読んでました, 12.039728
しかし、個人的にはもう少し尺を長くしてオチを面白くしてほしかった, 11.536642
「シュレック｣に続き某会館で画質・音質の悪さに耐えつつ試写させていただきました, 11.266065
観る者の胸にスーッと自然に入りこんでくる、素直な作りが効果的でした, 11.176682
後半は畳み掛けるように展開していくので、とてもスリルがあり楽しめました, 11.042922
声優さんは良かったですよ, 10.995489
脇役のフロゾンが１番印象深かったです, 10.848178
イラスティガールのセクシーさには、ＣＧだと分かっていながらどきどきしてしまいますね, 10.326058
さすがに動く城の描写等、アニメーションは見ていて楽しかったよ, 10.102915
彼の演技の幅が広く、役者として好きになりました, 10.090492
それに加えて、一緒に仲間になるし、皆もすぐさま同意するし…, 10.001108
期待したのだが・・・, 9.273549
期待していた程ではなかった, 9.273549
きれいなシーンが多くて楽しかったよね, 9.010913
夫婦で見ましたが、二人とも楽しくさわやかに泣いてました, 8.716620
小１のうちの息子が面白かった～と大喜び, 8.493477
しかし、娯楽に徹した見せ方や演出で秀作に, 8.070906
闇ルートを知っていて、貴重な食糧を未亡人に贈って御機嫌を取る, 8.047190
まぁ徐々に怖さが増していくのをホームビデオで描くという発想は上手だと思った, 8.034767
でも、本当にそれで良いのか, 7.624619
子どもと見て、子どもが楽しんでいたからそれでいいんだと思う, 7.330326
必見デスヨー好き好き☆私、ハンカチ５枚使ったのー, 7.236259
とにかくストーリではなく、描き方が想像を超越しているのだ, 6.684612
また、シンチーに実写で、まじめに作ってもらいたい, 6.437752
クリストファーリーが健在で少しうれしかった, 5.626821
しかし良作としての資格は十分に持っていると断言できる, 5.626821
アイディアは良いのだが、もっと面白くなる要素はあったのではないか, 5.221356
明るすぎるじいちゃんと、ミュージカルだけが良かったです, 4.828314
そこに愛嬌やオカシミがないのがさみしかった, 4.828314
ジョニデが時折たまらなくいい顔するのよねぇ～, 4.828314
その程度の付き合いで相手の何が分かるの, 4.828314
いい大人が「酔っ払っていたので覚えていません」は通じないよ, 4.597431
そこがうまくいっているのでヒットしたのだと思います, 4.581454
絵はよかったのにねぇ・・・, 3.665163
だけどここまで想像を絶する面白さだとはさすがに思わなかった, 3.465736
あ、どーでもいいけど、これ観てダイエットに励むオトーサンが増えそう, 3.218876
かわいい人形が燃えていくのが良かった, 3.218876
これだけ良い素材が揃っていたのに、なぜこうなってしまうんだろう, 3.218876
終盤は盛り上がるどころか、盛り下がり、失速, 3.218876
そう、外見は美しいのだ, 1.609438
