レビュー文, スコア
”のドイツで製作されていたら果たしてどうなっていたのか…考えれば末恐ろしいことである…と、まあ色々あってようやく映画化された本作だが、感じとしては１作目と２を足して２で割ったように見受けられ、シリーズのファンとしてはやはり１をそのまま映画化して欲しかったとも思うんだが、原作をやってない人も居る訳で、ファンの目から見ればイマイチという印象を受けたが、１つの映画として見たときは結構な出来であると思う, 28.035413
『ビックフィッシュ』があまりにも「感動作」であったためにそれに対するアンチテーゼを自分の中で作らざるを得なかった、と, 27.888000
ただやっぱり今までのティムさんの映画にはなかったアイロニックな部分が多く含まれていて、その点では大人から子供まで楽しめる、いわばスパイスの効いたコメディーだという印象を受けました, 27.757515
自分は３Ｄはあまり好きではありません, 27.501811
ゆったりした展開の推理ドラマだと思っていたので、めまぐるしく進んでいくスーパーヒーローアクションのような内容は意外でした, 27.396772
工場の中がすごくファンタジーできれいだった, 27.360445
バックドラフト以来数々のすばらしい作品を観てきましたが、やはりあの感動を超えるものはなかなかないですね, 27.325360
ハジメノショ～カイノトキショウボウシャデバクハツスルノカトタノシミデシタ本当に火が活きていて意志を持っている様だった, 27.265578
できたらもっといっぱい殺してくれー今まで観たゲーム原作映画の中で一番良かったかな, 26.920066
Ｂ・ホーンズビーのテーマ曲でさらに盛り上がってラストあたりはべそべそ泣いていました, 26.507671
監督変わったらミラもでないかもね（笑）それはそれで面白いかも, 26.504386
私はもともと原作ファンなので、今回の映画化で前回の映画化で不満だった部分がどのくらい解消されるかなとか、逆に不満が出たりするかなといろいろ考えつつ見ましたが、後半のオリジナルな部分も含めて、もう満点献上です, 26.182530
子どもの頃以来、１０数年ぶりに見ましたが、楽しめました, 26.164588
これ，オリジナルの主人公を女にして，雰囲気をアメリカにした以外そのままでした, 26.023210
炎の映像が素晴らしく、怖さは勿論の事、魅了されるのも分かる気がした, 25.724900
だいたいここの評判（点数）と自分の感想はある程度一致するのだけれど、こんなにみなさんの評価が良いとは予想外, 25.684104
この作品は映画館で見たときはその迫力に圧倒されて、満点くらいの評価だったんだけど、改めてビデオで見てみると普通だった, 25.651688
偉大すぎる父を持つ兄弟たちの確執や葛藤だけは良かったです, 25.333119
出演者は結構豪華だし、最後のファイヤーアクションの緊張感はヤバイ, 25.310700
この頃のCGの逆に本物っぽくないところがこの作品にはすごくマッチしてました, 25.260041
主人公の凄腕ドライバーを女性（しかも黒人のラティファ）にしたのは正解だったかも, 25.220019
セットも豪華になってＣＧも使って最後家まで飛んでっちゃったし、ラストもちょっと変わってたんでね, 25.111878
 すごい迫力でしょうね～ ＴＶ画面では、半減どころか, 25.002687
えっと、エド・ハリスはアポロ１３でも指揮官でしたね、あと、バーバレラのオマージュもあったりと・・・細部もすばらしかったです, 24.974287
子供の頃にこの作品を観ていたらもっと楽しめたのかもしれませんね・・・グリム童話のような趣のある作品だった, 24.718559
アメリカのコメディとしては日本受けする部類で個人的に好きです, 24.697899
あの音楽が流れながら、鐘を鳴らして帰還する感動シーン・・だったように思っていたんですが・・, 24.627974
最後まで見ていたくせに、少しは笑っていたくせにいついに廉価版のDVDが出たので買ったんですが、あぁ、やっぱり何度観てもおもしろい, 24.532052
ワトソンのためにとったホームズの行動、全体的に大満足です, 24.488871
かわいいヤンチャをやらせたら当時のマコーレ・カルキン君に勝る者はいませんね, 24.335184
泥棒をやっつけるための仕掛けの数々、その発想に感心し笑いました, 24.298246
映像の凄さはもちろんですが、やっぱり兄弟の絆がポイントです, 24.220823
カート・ラッセル、格好良かったですねぇ, 24.141569
とにかく格好良いんですよね、消防士達が, 24.141569
“超”とか“ド”がつく程優秀な21歳の学生が、未来を左右する大きな人生の岐路に、面接前のいいネタ作りしたなー, 23.574442
正直途中のサスペンスにはあまり興味はなく、とにかくクライマックスのカート・スネイク・ラッセル兄さんの絶叫から、エンディングまで泣きっ放しだった稀有な映画, 23.522556
3週間前に産まれた長男坊に、将来見せてあげたいなぁと思いました, 23.390992
客入りは上場で、ジョニー・が出てきた時は歓声が起こった, 23.236679
マコーレー・カルキンは可愛らしいが、都合よく話が進んでいってしまうので、彼の愛嬌が無ければおそらくここまでの評価は得られなかったであろう, 22.965391
結局一番おいしかったのは、セクシーな強盗団でもなく、全然自分の好みの顔じゃない黒人の女の人…, 22.769492
そういえば、今年のゴールデングローブ賞かアカデミー賞かのどっちかで、キャサリン・オハラが歌っているシーンを見かけたけど、あの人もともと歌手だったのかなあ, 22.640415
主演の彼はユアン似でして、力まず霞まず、ラティファ姐さんと相性良く肩を並べていてとっても好感持てます、当然母性本能ちょっとブルブルっ, 22.560530
もう、ずーっとずーっと前に一度見たきりなのですが、かなり感動した憶えがあります, 22.500130
子供の頃観て本気で憧れたまあいいんじゃないですか, 22.298191
兄さんはカッコ良かったが、なんか弟が・・・特殊効果がすごかった, 22.255743
チャーリーの優しさに感動して、前半で大泣きしてしまった, 22.234210
ミラ、セクシーだしかっこよかった, 22.114243
ミラが美人でカッコ良かったです, 22.114243
ラストはハッピーだけど面白くないという予想された結末に落ち着くのは止む無しかと思った途端のオチには満足できました, 21.975344
最後の最後で、ホームズとモリアーティ教授が対峙するシーンだけが面白かった, 21.649456
映像は確かにきれいですし、迫力もありますが、それだけでした, 21.518584
一人で見たら迫力倍増, 21.426907
しかし、結局家族愛かよ（それだけじゃないけど）, 21.397379
バックドラフトシーンとか凄いんだから、もっとシンプルでも良かった気はします, 21.317531
本家より出来はいいので先にこっちを見てれば7点だが後発リメイクでこのレベルは減点対象, 21.245721
久しぶりに映画で泣けた作品この作品も含めて90年代前半～中盤に掛けてが、ロン・ハワード監督の一番脂がのっているときだと思ってます, 21.186244
全然期待しないで見に行ったのに映像が美しかったのと思ったより全然面白かったので9点, 21.161050
キャラクター、ストーリー、音楽、映像、全部が見事にマッチしていて、ドキドキ、ワクワク、ハラハラの連続, 21.156723
これ、主演がミラじゃなくて、ジャン・クロード・ヴァンダムだったら、完全にB級アクション映画だなぁ, 21.111554
後にＤＶＤで再度見たらとてもつまらない映画だろうが大音響３Ｄでの体験はとても貴重だと思うし一見の価値は大いにある、映画としての評価が難しい作品でした, 21.001929
アニンガの別撮り映像も出来が良かったし、特典映像はかなりのボリュームです, 20.995210
ゲームとかアニメ映画化すると駄作になりがちだが、見てて結構楽しめた, 20.932289
マスクのモノマネ流行りましたよね, 20.922693
というSF性や、キャラクターの性格、そしてあの音楽などどれもが魅力的で、ワクワクしてしまいます, 20.833309
一緒に観にいった小学生の子供達はすごく楽しかったみたいです, 20.806536
そのおかげで、これだけのすさまじい火の海シーンを作り上げることができるのですね, 20.759403
3D効果を今までで一番うまく利用してる映画でした, 20.569441
特にウンパルンパのミュージカルは全てを嘘っぽくするための効果しかなかったように思える（もしかしてそれを狙ってた, 20.463184
これぞ娯楽大衆映画の決定版、公開当時２度劇場に足を運びました, 20.426482
カードの必勝法は本作の一番のポイントなので、もう少し判り易く説明してほしいよね, 20.415751
ストーリーは途中の伏線も回収していてうまいなと思いましたが、落ち着いてみたせいか、もっと観客が推理を楽しめるような仕掛けがあってもよいのかなぁと思ってしまいました, 20.390933
うーん、最後まで期待通りの作品だった, 20.286212
とにかく犬のマイロがこの映画の一番美味しいところを全て持っていった気がしてマイロファンになりました, 20.256247
そういう訳で、私的に唯一新鮮だったタイトル・バックに6点献上, 20.127740
そこが移民の国アメリカのすごいところでもあり理解しがたいところでもある, 20.121457
娯楽作として堂々の安定度、次作ができたらきっと観ると思う私はすっかりファンであります, 19.958969
前作は、ミステリー作品ではなく、アクション映画に仕上げたところに意外性を感じたが、続編となるとそれぐらいでは驚きはしない, 19.910336
ま、ゲームの映画化だからと言われればそれまででしょうが、点数はこんなモンでしょ, 19.869815
私としては、ホームズのワトソンに対する思慕の見せ方表し方がツボで、もう少しこの二人に付き合いたいですね, 19.759542
火事現場など派手で迫力ある映像と感情移入しやすいストーリーで、ある意味観やすい映画だったと思います, 19.748864
3D映画の楽しさをアバターで開眼させられ、気軽に楽しめればと55inchブラビアにしてみたが、没入感は全く映画館にはかなわない, 19.707886
ファミリー向け、コメディ映画として、良いんじゃないの・・ドタバタコメディではあるけど、１人ぼっちになってしまうまでの過程とか、泥棒の下見とか、とても丁寧な構成の作品ですね, 19.614087
最初に見たのは、確か、飛行機の中、その後、幾度かテレビでも, 19.603987
ＬＡのユニバーサルスタジオにこれを体験できるアトラクションがあり、こちらの方がより面白いです, 19.494448
その辺りの前振りが本編で活きてくる感じで、最終的にはちょっと感動しちゃいました, 19.420168
ラスト・シーンの雪の降るチャーリーのおうちが良かったなぁ～, 19.327580
それなら、最後の羽虫の羽音や波音の感動はより対比的に際立たせるべきではないか, 19.318362
あまりにＣＭで情報の流し過ぎでオチが見え見えだった気が・・・, 19.313255
マイケル・Ｊ・フォックスが未来から来た「ドラえもん」で、親父が「のび太」で、いつも「ジャイアン」とその子分達にイジめられていて・・・っていう, 19.300832
それとラティファが役の上ではナスカーのレーサーを目指していることになっていたけど、個人的にはモータースポーツへのリスペクトがもう少しあったら良かったな, 19.250473
本物はそれだけである種の神秘性を内包するが、それに近い感覚を喚起されるほど作り込まれた世界は圧巻である, 19.171755
料理の鉄人のせいで、もう感動できない, 19.156833
IMAXにて鑑賞、そこにいるかのような感覚が味わえたのは素晴らしかった, 18.882945
結構笑えたし10点満点付けたい所ですが9点を選びました, 18.641896
個人的には制服モノには弱いんで、きっちり感動させていただきました, 18.416253
脚色されている部分も多いと思いますが、富や権力でそれまで抱き続けてきた信念がいとも簡単に変ってしまう人間の習性の描き方も説得力がありました, 18.400397
目で見て楽しむタイプの作品で、大人から見たらそれ以上のものがあるないような作品ではないですし、、、, 18.318875
ただ、ジャケットや予告でもセクシー美女ばかりが強調されていて、まさか、主役が彼女だとは・・・ちょっとずるい宣伝だね, 18.072015
期待していた通り面白かったです, 17.968280
期待通りで良かった, 17.968280
なんといっても音楽が大好きで、自ら楽譜に起こして無理矢理エレクトーンの発表会で弾いた, 17.961971
音楽も前作を周到していてよかった, 17.949549
当時、観たとき小学生だったんですが、本当に面白かったです, 17.867212
恐らく10年、20年後に見てもこの映画で革新的だった手法はスタンダードになってしまっていて、特に感動はしないと思われる, 17.852668
迫力あって良かったですよ, 17.409524
特典映像でも監督は重力があることに対して熱弁しています, 17.216075
原作の痛快さ、ウィットに富んだ掛け合い、そのあたりをもっともっと取り込んで欲しかったですね, 17.210097
子どもが家に残ってしまう、という設定をこしらえる部分が丁寧, 17.119464
映像などはさすがはハリウッドといった感じで、こちらの方が派手でおもしろいかもしれませんね, 16.995227
内容は、よくもまあこれだけの撃退方法を考えたな、というくらいアイデアに富んでいる, 16.855915
マイロの活躍に、ワイルドすぎる爆弾処理と、最後まで楽しめて良かった, 16.802873
その事を一緒に観た友達に言ったら引かれましたが・・・, 16.740093
随所に網羅されたネタ（冒頭の時計とか）が非常に面白いしある意味ハラハラしながら観ていたのを覚えてる, 16.527411
エンターテイメント性あふれる作品ではあるものの、１９５５年の時代背景など意外にしっかりしている, 16.490855
この映画、プラネタリウムの半球体のスクリーンでの投影用に部分的に作り直してくれないかなぁ、きっと迫力あって面白いと思う, 16.477863
幼い頃繰り返しみては大笑いしていたホームアローン, 16.399167
、、、徹底してばかばかしい話を、めちゃくちゃ一生懸命に、みんなで頑張って盛り上げようとしている雰囲気が好きです, 16.333500
ラストの二人の絆に涙がでた, 16.305208
その頃から、こんな奴、所詮ハリウッドのジンクス“子役は大成せず”だと密かに思っていたが・・・子供の映画かと思って馬鹿にしてたけど・・・結構、楽しんでしまった, 16.275500
ストーリーも大好きですが、ドクとマーティーの友情や巡り合わせが作品の中でいきいきしていて、何度見ても面白いし、今見ても色あせてない作品だと思います, 16.144790
拾ったお金でチョコを買う, 16.081957
（そもそもこの題名自体、重力だけを意味するのではない, 16.081123
拾ったお金で当たったチケットという設定もいただけない, 16.058240
ゲームを映画化した割には面白かったです, 15.710932
少し前にテレビでやっていたので、今見たらどう感じるだろうと思って見てみたのですが、やっぱり面白かったのには本当に驚きました, 15.658454
彼の演技の幅が広く、役者として好きになりました, 15.648092
うーん・・・、個人的にはリスがナッツを齧って仕事してるところは大好きでした（笑）, 15.485510
"MITの天才たちがベガスで大儲けする"というテーマに凄く興味をひかれたのだが、映画本編では、その"ベガスで儲ける"というのはあくまでエッセンスの1つでしかなく、結局は1人の青年を取り巻く出来事を描いた、青春映画のような気がした, 15.483833
うまく言葉が出ないが、これは１０００００％人生生きてて良かったと、思うぐらい最高だった, 15.246510
）の俳優さんたちがまた出演していましたね（笑）最初から最後まで楽しかった, 15.184445
小学校のとき学校で見てかなりおもしろっかった思い出があるこれは爆笑しました, 15.164645
エンディングは続編を連想させるには最高でした, 15.012073
（織田裕二版でなくて良かった）DVD出して欲しいです, 14.931228
出てくる人物もみんなキャラクターをしっかりもっていてそれを上手く引き立たせるつくりはさすがです, 14.931228
劇場での鑑賞がお勧めです, 14.922360
後々考えてみると、やりたいことを思うとおりにやっているこの監督への賞賛というか羨望の涙でもある, 14.915880
日本でいうと阿部寛辺りがこの手の作品に出会えたら面白いと思うのに, 14.837162
さて、小気味良いエンディングに表れているように、当然の如くまだまだ続編への意欲は高い様子, 14.789729
お子様向けのストーリーの中に、有名な映画やミュージシャンへのオマージュやブラックユーモア的演出が随所に込められていて、センスの良さをアピールしたい感が伝わってくる作品でした, 14.765470
迫力があるし、なかなか面白かったけど、いまいちストーリーが好きになれませんでした, 14.645529
映画館で３Ｄで観たら、もっと点数が上がったのだと思います, 14.579735
しかしかだからかＳＦではなく現実の技術の範囲とのことには驚きを感じる, 14.578010
シャーロックホームズが強く賢かった, 14.484941
主役がおばちゃんで、悪役が美女とちょっと変わった配役が逆によかった, 14.407980
ピザの配達人にビデオの音声で受け答えするシーンが愉快でした, 14.362342
期待したのだが・・・, 14.303117
軽快でコミカルで良いんだけど、カーアクションが物足りなく感じます, 14.140958
ちなみに、事前の情報全く無しに突然観たらもっとインパクトあっただろう、とは思う, 14.067054
そのせいでラストは心地良いといえば心地良いが、後からじっくり考えてみると、本当にそれでよかったのかと思えてくる, 14.059717
ビデオで見たり気合いを入れ過ぎて劇場に行くんじゃなければ、映像もストーリーも退屈しない充分よく出来た作品だと思います, 14.046484
一番ウケたのは、警察のバッジをマネークリップにしてたところだな～笑気ガスもおもしろかった, 14.025432
総体的にあまりセンスのいい作品とは言えないが、シナリオ自体の出来は悪くないし、何となく昔のスポコンドラマを観ているようで、本当に熱い内容の映画だった, 13.935781
タイムマシンというのを実現させたことに感動した, 13.927868
（笑）実はＪ・Ｋはあまり好きではない, 13.924304
この映画の時空の空間の仕組みを考えてハリーポッターのアズカバンの囚人をみるとハリーがハリーを見たことは元のストーリーはどんなことになっているのか考えると私の頭がおかしくなっちゃいますねとにかく楽しい, 13.859304
アニメで見ていたので、実写は感動しますた, 13.781555
小学生の頃の僕は楽しんで見ました, 13.744361
もし、その仮面が外れることがあるなら、そのときはその人の人格が破壊され、本当の自分が現れる時であろう, 13.722785
先日、ユニバーサルスタジオに行ってきて、この作品を解説を見る事が出来ました, 13.650294
肝心のチャーリーも純真さで選ばれたと言うより、偶然最後まで残った様にしか見えない, 13.583997
・・・・続編が見たいねーえー緑の顔が素敵, 13.568650
いい歳して、風呂で頭を洗う時に目をつぶるのが怖くなりました, 13.356908
相変わらず映像技術は日々爆発的に進化していて、ただ派手なだけでは興奮すらしなくなってしまった中で、これほど全編通して「娯楽映画を観ている, 13.340290
全体的には楽しめたが、やはり子供向けだったのだと思う, 13.281466
面白い、ＣＧがよい, 13.243701
このレベルのバジェットの映画としては脚本も極めて巧く、最後の最後に至るまでの細やかな伏線の回収が、殊更に高揚感を高めてくれている, 13.214270
最近見たけど、文句なしでおもろい一本でした, 13.085425
適当に気楽にテレビで見る分には十分満足出来ましたよ, 13.066129
ビデオではなくもっとでっかい画面で見たかったな～テンポがよくてそわそわして、最後はハッピー, 13.045269
おかげでサスペンスが主体の映画だと思い込んで観たせいか、ラストまで感動作だと気付けなかった, 13.027761
音楽がダイナミックで色んな俳優が人情味を出しているいい作品ですね, 12.992158
映画館で立ち見でみたんじゃなかったかしら、、、「カート・ラッセルもとうとう大作の主役かぁ, 12.885099
当然面白いんですけど、チョコがいっぱいで甘すぎるかも, 12.875503
酒を飲みながら、若干ハイになった状態で見ることをお勧めします（笑ウィリーウォンカが時々ＴＭレボリューションの人とかぶった, 12.866645
この頃のマコーレーはかわいいし、役柄も見事にこなしている, 12.863081
ミステリとしては普通だと思いますが、ラストでキッチリと魅せてくれた良作, 12.756699
最近の殺しまくりアクション映画にちょっとうんざり気味だったので、爽やか爽快アクションムービーって感じで難しいことナシですごく楽しめました, 12.548853
のビデオのネタが最高に面白かった, 12.302894
スーパーモデルでまくりでなかなかそういう意味でも楽しめた（笑）, 11.949390
今までで最高の娯楽作, 11.831131
テーマ曲も大好きで、ＣＤまで買ってしまいました, 11.788185
最高に乾いた笑いが素敵でした, 11.570053
映像とテンポがマッチしてて最後まで楽しめた, 11.535248
広告を見て、ＮＹに若い白人タクシードライバーなんていないだろうと思ってたら、案の定, 11.266065
ってか、撃退方法よく考えますよね～, 11.253643
おそらく続編ありきだと思いますが、ここでどんな新趣向をもってくるか勝負の分かれ目だと思います, 11.242349
凝ったストーリではないが、エンターテイメントとしては最高, 11.229127
はっきりいうとおすすめできない、他の人の点数の高さに疑問を覚えるくらいだ, 11.164259
特に、撮影・音楽が素晴らしかった, 11.066638
本作は演出が強くなく、そのため入り込めませんでした, 10.969844
今作は続編ということで１作目未観賞ですがそれでも十分楽しめます, 10.913183
ジョニデが時折たまらなくいい顔するのよねぇ～, 10.766534
演出で映画館がチョコレートの香りで包まれていましたが、そんなことせずとも十分映画からチョコレートの香りが薫ってきました, 10.637745
主演二人がまたよくってですね、かかわったかたがたに感謝したいくらいです, 10.549202
前回同様、スローモーションを用いた演出とエンドロールは良かったです, 10.301213
いろんなもの詰め込んで、うまくまとめてるのにイヤミなく感動できる, 10.169637
久しぶりにサントラで感動した, 10.169637
ＴＶの小さな画面でも、映像の細やかさは、よくわかりました, 10.092785
２作目でますます息が合い、まるで長年組んでいる夫婦漫才のよう, 10.004501
物語の脇を固めるのはいいがそっちが目立ちすぎてその印象が強すぎる, 10.001108
なぜ日本公開がウケたのか不思議です, 9.927204
それだけ、面白かったし、ヒューイルイスの主題歌も最高, 9.866549
カーチェイスシーンはテンション上がったのでそこをもう少し増やしてほしかった, 9.764912
私は普通に楽しめたほうです, 9.667921
飼っていた鳥の名前もマイロにしたくらい大好きです, 9.656627
しかし、カルキン君は思いっきりひとりを楽しんでましたね, 9.656627
子どもと見て、子どもが楽しんでいたからそれでいいんだと思う, 9.631782
いつもの満足感はいずこ, 9.630223
最終的に記憶が戻ったのは、あの薬のお陰でしかなかったと思うのね, 9.515128
初めて観たあの時のあのわくわくした気持ち、今も忘れてません, 9.435387
個人的には、おじいさんのエピソードがかなり好き, 9.232129
でも、３まで出来てるのはここで知りました, 9.194861
いざラスベガスへ繰り出さん、までは良かったのだがここからが見せ所って部分が盛り上がらん, 9.108413
死んで英雄扱いされるってのも、理解はできても納得できないし, 9.092557
でも他の部分は良かったよ, 8.877530
その美しい足で…それで死ねたら本望だ…普通に面白かったです, 8.833275
学生時代に映画館で見て、最近出たDVDでまた見たが、何度見ても痛快です, 8.784143
それと日本がギャンブル大国であればね, 8.764053
吹き替えで見たほうが楽しめる, 8.517193
最初のレーザーシーンもあれですし、面白かったですよ, 8.496400
VFX、特にカメラワークはとても工夫してあって感心したが、ただそれだけ, 8.440232
楽しく、面白く、可愛いコメディ, 8.427810
ストーリーや音楽の軽快さがよい, 8.302643
DVDでみたんですが音声解説で見るとまた，面白いですよ, 8.281627
青野武さんとか、この人以外に考えられないっていうほどマッチしてますよね, 8.180950
ここでの点数が高めだったので観てみたがそうでもなかった・・・ふつうに楽しめる程度だった, 8.176267
しかし、アクションとかも良かったし、とてもいい作品でした, 8.173210
意外にみなさんの点数が高いことに驚きです, 8.063297
役者が楽しんで臨んでいる空気が伝わり、楽しいです, 8.023473
ストーリーが子供向けかもしれないけど、それを吹き飛ばすほどの面白さ, 7.963343
私の人生のなかでのＮｏ, 7.800329
いつまでも心に残るという作品ではないので、どれだけ楽しませるかがキモだが十分楽しめた、さすがガイ・リッチーお見事, 7.577186
神舟が中国語表示しかしないのはおかしいですよね、これまたどうでもいいのですが, 7.577186
最後になっちゃいましたが、彼女の戦う姿は惚れ惚れでしたわ♪そこに７点, 7.539288
正確にその一箇所のみである, 7.458603
（笑）もう本当、笑わずにはいられなかった…, 7.404109
しかし”笑い”という点ではどうだろうか, 7.330326
だから映画の途中ずっとノーリアクションで、どこで笑えばいいのやらわからず、友達に笑いかけても気づかず・・・終わったあと、パロってたよね～と聞いてもネタわからず・・・本当に散々でした, 7.298300
極めて閉塞された状況で、少数の登場人物で運ばれるこの映画は、スリルには富むものの娯楽性にやや乏しい感じは否めない, 7.293786
論理的、科学的におかしな点があっても、そこにツッコミを入れるのは野暮というもの, 7.236259
そりゃそうだよ、アメリカ人の持つ陽気さとかそういうのを前面に押し出しているんだから, 7.107182
今思えば空前のヒットである, 7.097684
あの頃はそれなりに楽しめました・・・今観たら・・・下ネタがないコメディ映画としてはけっこう笑える, 7.071140
過去の風景が、良くできてると思ったし、そこに出てくる人たちも個性溢れていて面白かったです, 6.884039
明るすぎるじいちゃんと、ミュージカルだけが良かったです, 6.830794
が、それもやはりこの作品であるためにマッチしていました, 6.793856
とにかくストーリではなく、描き方が想像を超越しているのだ, 6.766256
その時は面白かったんだけど、さすがに今見るとちょっとつまらないかも, 6.662798
正義のためだけでは、あそこまでがんばれないでしょ, 6.647673
一番面白かったのは、ベルーカの歌のシーン, 6.546036
ということで、デート時にはお薦めの、5点献上, 6.465261
ウィリアムボールドウィンがいい味出していた, 6.437752
無重力の表現ばかりが話題に上っていますが、単純に、映画としてもかなり出来が良いと思いました, 6.425895
シンプルイズベスト、短いまとめたのも大正解でした, 6.425329
観た当時は面白かった, 6.238325
頭の悪い私では理解が出来ませんでした, 6.214608
僕のベスト２です, 5.974695
この時代に劇場でこの作品を観れたことは幸運, 5.817511
・・・まぁ、そのへんは置いといて・・・ケビンが可愛かった～, 5.626821
クリストファーリーが健在で少しうれしかった, 5.626821
しかし良作としての資格は十分に持っていると断言できる, 5.626821
そこに愛嬌やオカシミがないのがさみしかった, 5.626821
話は単純でわかりやすいし、トリックもまあまあ面白い, 5.185217
彼にしかできない役だったんでしょうね面白かった, 5.108256
粗悪品でもプロパガンダの打ち方ひとつでヒット作品に化ける最近のプロモーション第一主義の商業映画に騙されるな, 4.971998
木にしばりつけられて、びしょぬれになった彼女は、とっても色っぽかったです（ポッ）, 4.828314
一応、暇つぶしのつもりで見たが見て良かった, 4.828314
テンポのよいストーリーで次の展開をワクワクしながら楽しめます, 4.694803
タイムマシンものでも最高です細かく見ると、色々とつっこみたくなるが、そのへんを割り切って娯楽映画としてみれば非常に良くできており、面白い, 4.678505
期待はずれに終わったらどうしようという気持ちは少しありましたが、始まった途端どんどん映画にのめりこんでいきました, 4.615264
映像は見事だがストーリーは凡庸, 4.563941
おもしろかった～最高でした, 4.239727
私が間違っていました、彼は最高にキュートですね, 4.239727
ともかく、この作品をコメディとして楽しむことはできませんでした, 4.138852
映像は斬新でイイだけどもね, 4.109060
TVで放送されていたのを見ましたが、やっぱり面白かったです, 4.017384
マンハッタン観光ができます, 4.017384
細部まで拘ったストーリーは最高です, 3.883678
別段わたしは自分はひねくれ者とは思っていない, 3.822009
このオチは私は好きですよ, 3.665163
映画観に行った１０日後に無事娘が誕生し、その娘も４ヶ月を過ぎました, 3.633937
この映画に出てくる一番好きなキャラ、それは兄貴でも弟でもなく、ましてやドナルド・サザーランドでもない, 3.633937
あんなタフでカッコ良かったに, 3.611918
昔大好きだったんですよね～, 3.465736
わかりやすくて笑えて楽しめたら、観客は素直にこうなりますよ, 3.465736
またこの映画はそういう映像技術だけでなく、ドラマも秀逸でした, 3.279326
トムとジェリーとか好きな人にはたまらない, 3.218876
もっとも、実弟は僕には無関心のようだけど・・・, 3.218876
かわいい人形が燃えていくのが良かった, 3.218876
いや、友達のせいだけではないのですけれども、その日平日だったもので映画館に人がほとんどいなかったのです, 2.964506
面白かったけど、すぐにどんな内容だったっけ, 2.853400
楽しめるんだけど、なんか寂しい気持ちになるんですよ、これ, 2.772589
今じゃ（略全く笑えませんが、素直に楽しめました, 2.739373
しかし、バックドラフト、なんど見ても最高の映画です, 2.615040
このシリーズの中では、これが一番だったかなぁ, 2.407946
コメディーで一番, 2.407946
自分は「どうせ、ロメロのゾンビなんかとは違って、アクションバリバリの映画になるのだろう」と覚悟して観たので、そこそこ楽しめましたが, 1.829124
シンプルなストーリー、そしてたった2人の出演者のみで描ききった点が良かったのではないでしょうか, 1.618031
中学生くらいだったけど、面白かった～っ、て感じた, 1.609438
これは名作だよ, 1.609438
これが良くできてたからこそ２，３に繋がった, 1.609438
あんな大金を稼いでみたいものですなぁ, 1.609438
映像では楽しませてくれるが、ストーリーがてんで面白くありません, 1.345065
オチがしっかり読めた自分は、数字の扱い方は知らなくても金の使い方はちゃんと知っていたということだろう（笑）これは…、久しぶりに外れ映画に当たってしまった気分, 1.090979
日本語ではなかったので、映像だけ見る感じでしたが、それでもすごく面白いなという実感がわいた映画です, 0.829928
評判が高かったので数年ぶりに嫁と二人で映画を観た, 0.654060
将来、自分の子供にも見せたい映画, 0.479466
 ほんとによくまとまってて、最後まで全然飽きることなく楽しめたもの, 0.436919
感動作とかいう映画では普段めったに泣くことがないんですが、この作品のラストでは、“なぜだか”涙がポロリと落ちてしまいます, 0.433459
子供のための映画でしかない, 0.098678
そして、そういう映画は、長い長い監督人生において、一本作れば十分だと思う, 0.082701
この映画ではウィリー・ウォンカは絶大な成功者です, 0.062840
ただ純粋に面白い映画だと思います♪あんな手口で泥棒を撃退できたら楽しいなー, -0.383447
映画はケビン少年の賢さが際だっていて、大人の側がふがいない, -0.408292
どっちにしろ自分はこの映画を見た後に爽快感を覚えた, -0.609680
話題作だったので観ることに、, -0.623795
以前に見たときは面白かった記憶があるのだけど、今あらためてみると、ただのつまんない映画でした, -0.640827
所々小ネタには笑いましたし総じて楽しい雰囲気の映画ではありましたけど、そこまで絶賛するほどのものかなぁと, -1.599842
あとは・・・まぁ、所々面白かったですが１回観たらもういいや、な映画でした, -1.623223
それだけ面白いシーンがたくさんあるということで、もちろんそれらはきっちり繋がっている, -1.760306
映画館で見たとき感動しました, -2.384765
未だにギター弾いてるし、ロック好きなので、そういう意味では俺の人生に一番影響を与えた映画かも, -2.605221
安心してみることができます, -2.679520
話題の映画、年末にロードショーに行きたかったのですが仕事で行けず, -3.168458
大画面でこそ、という映画の醍醐味をしっかり味わわせてくれる事, -3.269136
出来ることなら映画館、TVだとしてもなるべく大画面、高音質の環境で見たほうが楽しめる, -3.493277
おもしろすぎて、自分が元気がないときに観る映画の１つです, -3.556205
あと、この映画は吹き替えのほうが楽しめるかも, -3.896616
この映画は個性的で独特の雰囲気がＧｏｏｄ, -5.012334
で、美味しい役が満載された映画でした, -5.178678
これはぜひ大きなスクリーンとサラウンド効果のある映画館で観て欲しいですね, -5.881191
色彩豊かでキレイなのに、割とドスグロイ所があるのが好き◎あなたのお子さんが「この映画、すっごく面白い, -6.022691
‘９０年アカデミー受賞式にて放映した記念ＶＴＲで、様々なジャンルの映画人が“今までで一番面白かった映画は, -6.229882
映画はスリリングで感動しました, -6.308189
とてつもなくおバカでノリのいい映画だけど、私にはとても楽しめた, -6.833621
この映画のお陰で未だにカルバン・クラインのブリーフ履いてます, -7.632129
この映画、撮影はストーリーの順どおりに撮ってるのかなー、ってそんなこと思ってしまうほどストーリーが進むにつれ演技とか演出がこなれてくる, -8.028016
正直、これほど面白い映画は観た事ありませんでした, -8.454353
