レビュー文, スコア
その後、メイン・キャストが簡単に殺されていくにつけ、なるほど、と, 8.038388
前半は面白いなあと思いながら見てたんですが、ラストが、え, 7.824046
ただし、一度で十分です, 7.721440
もっと心理面で見せてくれる作りだったら面白かったかも…, 7.682546
大きな音や突然何かが飛び出す系のびびらせも確かに使ってはいるけど、それ以外でちゃんと勝負しているのが良い, 7.236259
白い手袋に、短パン・・・、この視覚的効果の凄さよ, 7.236259
 なかなか面白い景色を見せてくれる映画だったが、ラストがひどすぎる, 6.907755
あっ、あのヘリのプロペラの使い方は実にお見事, 6.884039
前情報無しで見たかった, 6.870783
これは結構よくできているホラーですね, 6.640733
勝手に思ってた話の進み方ではなかったんですが、最後までそれなりに楽しんで見られました, 6.538927
私が今まで見た映画の中で一番恐かった, 6.467616
ですが、それがなんか自分を盛り上げてくれるんです, 6.420149
途中で先が読めてしまうのですが、それでも楽しめた, 6.360791
何の期待もせず、散々ドライヴったあと観に行きました, 6.246212
何度も、助かるのでは, 6.206869
この映画を何故制作したか理解しがたい, 6.206869
このシーンは本当に素晴らしかった怖すぎるコレ, 5.999071
こういった実直で素晴らしい作品がもっと増えると嬉しいですね, 5.191695
そのプロセスを本当に見事に描ききっています, 5.185217
小ぎれいにまとめただけの雰囲気だけの映画、というのは言いすぎだろうか, 4.852030
ストーリ的には予定調和でキレイすぎるというか、わかりやすすぎるというか, 4.828314
これほど音楽を効果的に使ったのも珍しいのでは, 4.815891
素直に感動できました, 4.815891
一本筋通ってて、結構楽しめました, 4.733448
評価できる映画だとは思うが好きではない, 4.581454
鬼教官、健在だね, 4.017384
見るにあたっては、出来れば最初から最後まで落ち着いていて, 3.672272
監督はこれを狙ってたのか、見事, 3.665163
そして、それに成功しています, 3.611918
今まで見た映画で一番怖かった, 3.566749
後半の盛り上がりは結構映画にのめり込んでしまった, 3.218876
結構、意見が分かれているみたいですが、最後までハラハラできたし、わたしは面白かったです, 2.873764
もし良ければ僕の描いたイラストを見て下さい, 1.609438
なんか観て損したなぁ正直、ちょっと病みつきになる面白さでした, 1.609438
見たい見たいと思っていたら、友達が貸してくれました, 1.609438
