レビュー文, スコア
エイリアンが目立つ映画ですが、主役２人のやりとりが１番の見所であると思いました, 22.495992
内容は少し哀しい感じだったが、どのキャラも表情や仕草が可愛らしくて心が温まった, 22.401986
キャラはかわいいし、話の内容もかわいいし、誰にもわかりやすく夢があって、歌って踊って…女の子がかなり喜びそうな感じですね, 22.319542
エイリアンのキャラやＭＩＢの持つ武器とかの面白さ、こういうジャンルは理屈抜きに楽しめばいいのですよ, 22.157853
絵柄もあまり好きでないし、大して期待もせずに観に行ったのだが、終わる頃には「バロンかっこいい～, 22.100221
ランドのナイトメア仕様のホンテそのままの世界観で感動, 22.048105
最高のクリエイターが最高の努力をして作り上げた、本当に本当に素晴らしい作品, 22.038482
クリスマスのためのミュージカル映画ですね, 21.983916
が、この映画の場合はそれはそれでいい気がする、そういう少女漫画チックなファンタジー, 21.708778
藤原君は舞台役者あがりで、映像のフレームではちょっとくさいけど、このストーリーにはちょうどいいね, 21.650368
この映画作品が初見となったが、ほとんど違和感なく鑑賞できた, 21.604946
時間も８１分という最近では珍しく短めにした所で、ダレることなくテンポ良い作りに出来たのだろう, 21.336850
会社の同僚が絶賛していて、割りと冷めた感じでそれを聞いていたが、反省%2C反省, 21.156331
歌の軽快さ、幻想的な映像、キャラの可愛さなど、いいところばかりが印象に残った作品です, 21.053978
観た結果で言えば、期待以上の出来でしたね, 20.874380
市長のクルクル回る顔とかもなんとも言えずいいキャラで、サンディクローズもラストにおいしい所を持っていくのはさすがだな, 20.835076
同じアニメ作品でもこれだけ違うのかと、逆に宮崎駿の作品の奥深さを思い知った, 20.750013
娯楽作としてのまとまりは良いので普通に楽しめるのですが、それ以上に感じるものはありませんでした, 20.694155
う～ん、ライトはもっとクールでスマートな細面で指先がきれいで字もきれいじゃないと・・・二宮和也くんとかのほうがイメージでしたね, 20.679387
自分が今まで生きてきた中で一番感動し、初めて涙を流してしまった映画です, 20.524021
内容が薄すぎた内容が薄すぎるし、かといって単純に絵で楽しめるわけでもなく, 20.509817
エンディングのつじあやのさんの歌がよろしかった♪ストーリーがひどすぎる, 20.431896
まあ映画の可能性を開拓するためには、こういう挑戦も必要なのでしょう（成功であれ失敗であれ）, 20.301072
骸骨でありながら表情が実にゆたかで人間らしい二面性がありすばらしい役者さんたちでした, 20.253262
この映画ほどテレビアニメでもいいんじゃないのと思ったのは初めて, 20.175173
うちの子供も一緒に見たのですが、無反応でしたね～, 20.152585
コレ観て息子っていうのは年齢とともに必ず父親に似てくるもんだと再認識したキーファー・サザーランドでした, 20.111763
吹き替え版、フィンケルスタイン博士役の三ツ矢雄二さんの声が、合いすぎて、もう……こんな作品があるとは今日まで知りませんでした, 20.102797
でもタッキーじゃ演技できないか（笑）漫画ほどは面白くはありませんが、面白かったです, 20.006402
原作とストーリーが異なっているが、これはこれで面白い, 19.896724
自分的には、ウィル・スミスの好感度ＵＰです, 19.887819
楽しくて趣味のいいコメディ（但し、ゴキだけはなしの方向で・・）, 19.641759
今時の女子高生を主人公にしつつ、とても良心的に物語が作られていて、好感が持てました, 19.491391
夜神パパ→エンドロールのキャストの欄で最後に名前が出てきたのによく分からん面白さが, 19.457678
かなり前にビデオで観て「まぁ面白いけどまた観ようとは思わないな」なんて考えてたのに、先日テレビで放映され、なにげに観てたら最後まで行ってしまった・・・もしかしてかなり面白いのかも, 19.418483
もっと、バロンを中心に据えたストーリーを期待していたのだが・・・, 19.407517
きっと英語を完全にマスターしたら、もっと面白いでしょうね…最高に愉快でクオリティーも高いSFコメディー, 19.398453
一見さんにはちょっとツラい世界観と萌えっぷり（そして、拾いにくいエピソード）でしたが、まあ及第点はアッサリとクリアしていた印象です, 19.366695
昨年までは全く関心のなかったハロウィンも、今年はかぼちゃで飾りつけ, 19.313255
絵は嫌いじゃなかったので期待してたのに・・・, 19.299233
これが、同じセラ監督のリメイク作品「蝋人形の館」だったら、よくここまで面白くリメイクできたな～と感心できるのですが、残念、この作品はリメイクじゃない, 19.271279
何がいいのかって、家とか小物とか家具とか風景とか、そういうものがとても魅力的です, 19.177736
マンガの実写は、ガッカリする事が多いと思うのですが、違和感なく楽しめました, 19.174806
今まで見た映画の中で文句なしのベストです, 19.168854
クリスマスの街のあの雰囲気はすばらしかったですね, 19.082372
なのでこういう世界観が好きな人にとっては最高でしょうが、僕はイマイチはまれませんでした, 18.885914
このキャラが良いという人もいますが、私はあまり好みではありませんでした, 18.726214
前半はテンポ良く世界観を見せていってなかなか良く出来ていたが、後半若干ダレてしまった印象がある, 18.488303
始めにギブリーズが出てきたときは本気で頭の中に, 18.460872
『オレンジ・カウンティ』のブリーフ姿もいろんな意味ですごかったが、肉体で笑いをとるという点では、今回も負けてない, 18.411289
こりんの困った顔に警官ももっと早く気づいてあげろよって話ですが、まぁストーリーを盛り上げるためって事ですよね, 18.336021
予告だけで面白さが伝わってきたけれど、本編は自分的に期待ハズレでした, 17.794356
素晴らしい作品だからこそ映画化されるのに、監督や脚本家の創意とやらが入り込んで、ブチ壊しにされる例が多いですからね（デビルマンとかドラゴンボールとか魍魎の匣とか）, 17.741680
クリスマスにファミリーでどうぞ☆TDLに行くので、久しぶりに見たけど面白かった, 17.703817
トミー・リー・ジョーンズがいい味をだしていました, 17.549895
他の警察関係者はもっと前にまとまっているのにパパだけトリですよ, 17.529733
兎に角原作はあまりお勧めできません, 17.368071
ただ、原作が好きじゃなかったらここまで楽しめたかな, 17.368071
原作を読んでなかったのが良かったのだろうけど、まあまあ楽しめました, 17.368071
原作のよさがそれなりに出ていた, 17.368071
うちの娘たちもこの映画が好きで、もう十回以上は繰り返し見ている, 17.321988
とても良い台詞で、想定以上にハチャメチャなテンションで描かれたこの映画が、頭のいい人たちによって目論見通りに作られた作品だということが垣間見える, 17.259646
眉毛で演技ができる珍しい俳優ですね, 17.257530
人情モノに弱いので、話の流れだけで７点献上です, 17.165588
美しいヒロイン、しょぼくれた相棒、不気味な修道士、などなど、共演陣もいい味出してました, 17.067469
ＵＦＯ現るトコに出没するという黒装束の男達、というのを上手く利用した設定は好きですね, 16.811243
設定とかクリーチャーが面白く、楽しい娯楽作です, 16.811243
）のアニメイトを、長篇アニメーション分の長さまで作ってしまったスタッフの根性と愛, 16.744776
天才的な犯人の目的てのは、理解できないが短いからいい, 16.674426
この手の“肩の力が抜けたコメディ”は好きです, 16.624991
ちなみに一緒に観ていた小中学生には、意外にもナチョよりヤセが人気だった, 16.616499
犯人の動機がはなにつくけど全体的にはまとまっていて面白かったです, 16.487422
皆さん書いておられますが、これだけを初めてみた人には理解しにくい場面も多かったのではないかと思います, 16.420841
他の方が言われている通り展開のいきあったりばったりな感は否めませんが、これはこれで楽しい作品, 16.383483
映像は面白いケドストーリーが単純で子供向け, 16.328334
ただ点数の方は自分がネコ好きなのでちょっと甘めでｗ、あしたまにあーな, 16.291247
でも、やっぱ声が…俳優起用は中々難しいですよね…, 16.270090
何度観たかわかりませんが、あらゆる意味で私にとって10点の映画です, 16.202771
子供向けといえばそれまでなんだけど、この雰囲気、柔らかさ、ゆるさ加減が良かった, 16.168284
前に飛行機で少しだけ見てあまり面白くはなかったのだが最後まで見れば何かあるのかと思ってDVDを借りてみたのだが何もなかった, 16.078269
インターネットで、感動する映画ベスト１０で見かけたこの映画, 15.963374
幼稚で安っぽいけど、軽～～～いノリで地球を救うって作りは悪くないと思います, 15.863496
キャラクターも然り、相当癖が強い世界観でしたが、上手く再現出来ているのではないでしょうか, 15.858013
ベストセラーの映画化で、これまでに失敗と言われる作品は多々あったと思いますが、本作は成功の部類に入るでしょう（あ々、「模倣犯」…）, 15.702537
今は技術が発達してＣＧを駆使した映像を見ても驚くことはめったにないです, 15.645428
今まで味わった事のない気持ちになりました, 15.638377
１０日間で撮ったというのには感心した, 15.624375
全く期待してなかった＆時間の短さのおかげで最後まで楽しめました, 15.539240
一緒に観た友達は主人公のパンツの見えなさがぎりぎりだとか言っていました, 15.404786
俳優は月役の藤原君はよく嵌っていたと思います, 15.377515
キャラたちがみんな見当違いに一生懸命でかわゆい, 15.302214
今までに無いタイプの映画だったし、映像もきれいでした, 15.248244
最後まで緊張感が合って面白かった, 15.168919
２時間（計４時間）にまとめるにはこのぐらいが限界か、というほどうまくまとまってた, 15.111658
天才VS天才という触れ込みは後編にとっているということで、、, 14.963769
なのでそういう意味での、時間あたりの評価として8点, 14.854411
その意味での本作の見所はエキストラの表情です, 14.848563
無理矢理、尺を伸ばさないで、テンポ重視に徹した潔さも好感, 14.813445
少し怖いような、でも、どこか滑稽で、そして、ハラハラさせられて、最後には優しい安心感を与えてくれる良質のファンタジーである, 14.751031
あと、Ｌはイメージ通りでとっても良かった, 14.650077
期待どうり…かそれ以上に面白かったです, 14.636055
評価が低いのでまったく期待せずにみたのが正解, 14.599997
途中面白いんですが、あれだと最後どうなるかにすべてかかって来ると思うので、個人的に微妙, 14.594354
期待した通りの面白さでした♪この短さがまじでいい感じです, 14.546476
松山Ｌがどんだけ酷いか見てやんぞコノヤロ、と意気込んで行ったのですが、意外にもかなりはまってて嬉しい驚きでした, 14.484941
これが実話だとはびっくりしましたあらあら、みなさん１０点ですか, 14.464148
それでも、ジャックは面白いよ, 14.447674
期待していなかったから、本編が終ったらすぐ帰るつもりが明るくなるまで立てなかった, 14.393958
ストーリーは、特に後半、シッチャカメッチャカでしたが、不思議で楽しい世界でありました, 14.204066
時間は格段に短めですが（ワンシチュエーションではあれくらいがギリギリとも思えますし）、見応えは十分以上です, 14.158152
リューク、、漫画よりは恐さが出てたのは成功してた, 14.124981
Ｊの解説を聞いて「あぁ、なるほど、この観察眼を見込んで抜擢するんだな」などと勝手に考えていたら・・・「彼は従順さにかけるな」「しかし、あれを足で追い詰めたんだ」, 14.067054
この映画のために漫画を読んだんですが、詰め込んであった印象です, 14.065004
でも食事前の鑑賞はあまりお勧めできません, 14.054631
結構評判のサスペンスだったので、期待を持って見た, 14.053032
技術の進歩も良し悪しですね、6点献上, 14.017861
それでも作品にあふれる雰囲気、空気感は一見の価値あり, 13.898683
予想以上に頑張ってました～ （マンガが売れる訳だ, 13.879968
『ギブリーズ』は前衛的で色んな手法を取り入れ挑戦したのは、なんとなく理解できますが“業界受け”作品になってしまった, 13.830262
ので、最後の南空なおみさんのシーンは良かった, 13.817709
ネットとかの評判があまり良くなっかたので期待してなかったんですが、結構面白かったです, 13.659989
Redemptionの意味が分からない人が多かったとか, 13.379711
いや～、面白かったです♪そいえば当事、麺インブラックというインスタントラーメンがあって買って食べてみたところ、こちらは全然イケてなかったです, 13.239516
共感するには年を食い過ぎた期待しすぎたかも, 13.218385
LDしか持ってないので今日の地上波放送で初めて吹き替えで見たけど、字幕よりこっちの方が面白いね, 13.150132
状況設定にはアイディアが豊富で、感心しました, 13.146080
その割には音楽が大谷幸さんじゃないのが何か不思議ではあったが, 13.122363
お話、映像もよいですが音楽がすばらしい, 13.082818
何度も観る機会があったのに理由もなく敬遠していたんだけど、いざ観てみたらとても面白かった, 13.074930
内容も良かった☆キャラが個性的で大好きです, 13.022546
この監督は大作映画よりもこういった小品のほうが上手いのかもしれない, 12.924563
もっと、努力して強くなるのかと思っていたら努力のカケラもなく物語として何が良いのかわからない, 12.919880
そういったテレビ感覚で鑑賞すれば、まあそこそこ楽しめる作品ではないかと, 12.917525
「耳をすませば」が良かったのでちょっと期待していたが、あまり面白くなかった, 12.861482
最近の映画の中では、出来がいいです, 12.857767
そもそも子ども向けの映画なんでしょうが、まぁ私自身が子どものころ映画館で見たのが初めてでしたので、楽しめたんだと思います, 12.850658
子供の頃に見ていたならもっと楽しめたのかなぁ, 12.774826
しかし、後ろに座っていた若い女性の二人連れは、エンドクレジットが終わって場内が明るくなっても、まだ笑ってました, 12.757720
リュークを違和感なく撮ったのは、凄いと思った, 12.709488
結構伏線が張り巡らしてる感じがあって良かったんだけど、すぐにわかっちゃう感じがどうもしらけさせてしまいますね, 12.614622
どうでもいい話ですが、この方を見る度、鶴瓶師匠がよぎるのは僕だけでしょうか・・・, 12.597685
飽きない、ということは時間を目いっぱいに使い、観客の目を釘付けにしているわけだが、これは観る範囲が狭まることにもつながる, 12.552892
なんとか頑張ってラストまで観た物の、結局何が面白いのか自分にはわからなかった, 12.545178
 あのラテン美女のシスターがルリ子さんで、ナチョことイグナシオを慕う孤児たちもいる, 12.461757
確かに、時間当たりの映画の密度が高まっていることで、スピード感をアップする効果は上げているようです, 12.456142
一つの場所でずっとストーリーが続いていくのは初めて観たので、新鮮でわかりやすくてよかった, 12.452800
この内容では、「涼宮ハルヒ」を初めて見た人には何のことやらさっぱり分からんでしょうに, 12.389694
良かった点は、やはり藤原竜也, 12.079919
私の人生の側に常にいてほしいような、こんな作品に逢ったのは初めてで１回目は呆然と観ることしかできませんでした, 11.994082
ただし、一本の独立した劇映画として見たときはどうか, 11.874512
出鱈目のシナリオも、出たとこ勝負じゃなくて細かい所まで丁寧に作って欲しかった, 11.841430
主人公が人間性を取り戻すところは、良かったです, 11.780943
ぜーんぜん期待しないで見たら、予想外に楽しめてしまい驚きました, 11.698331
弁当屋の美しい店長さん、過去もありげで惚れるキャラだった, 11.690295
飛行機の中で観たのだけれど、時間があっという間に感じられ、ちょうど良かった, 11.637684
それぞれのキャラクターが良い味を出していてとても愛らしいです, 11.605863
ハリウッドで思いっきりリメイクしてもらった方が面白い映画ができそうです, 11.528272
まぁ主要人物の説明、ライトのひどさを分からせるには良かったんじゃないですか, 11.500503
けいおんのように明るいものになるかと想像していたのですが、むむ、難しい内容でした, 11.458251
今まで見た映画でこれほどおもしろい映画はなかったもちろん満点, 11.422400
息を抜いて見られる良作で、今でもたまーに見返したりしています, 11.422400
低予算、アイデア勝負の脚本勝ち映画, 11.342422
仕掛けたっぷりのコメディでそれなりに面白くてよかったです, 11.266065
（なんでそんなこと言うかって、そりゃぁ・・・笑）今まで観てきた作品の中で一番満足感を得ることが出来た一品, 11.147453
この手のお話は、サラっと終わらせて余韻を持たせるのが常識でしょう, 11.060780
１０歳の時に観てたら、きっと楽しめたんだろう, 10.995489
映画館やレンタルでお金を使う必要はありません, 10.835755
エイリアンをこういう形で使う映画は好き, 10.796062
映画の評価として7点をつけるのは忍びないのですが、やはりこのくらいには値するかなぁと, 10.599558
池脇千鶴はかなり上手に頑張っていたと感じて、とても好感が持てました, 10.596635
毎日エサあげて、トイレも時々取り替えて、一緒に寝て、それに、・・・おい、起きろ、こら, 10.596635
なんでもかんでも映画内で明かにするのではなく、少しは観客に想像を掻き立てる映画というのもアリだろう, 10.584212
教訓とか説教くささとかは一切無く、見終わったあとにちょっと幸せになれるような、ぽかぽかしたあったかい映画です, 10.531492
返ってきたお金で野良猫に豪華なえさを買ってあげたい, 10.442713
ブルドッグは確か２で活躍していましたよね, 10.431419
今のピクサーの仕事を見ていると、手仕事でこれが出来ていたってことが奇跡としか思えなくなりますね, 10.197723
まっとうにファンタジーを描く、このことが今とても新鮮に感じる私はやはり年をとってしまったのか・・・, 10.149162
話そのものは薄っぺらい内容でしたが、気楽に最後まで楽しめました, 10.146359
音楽は好きだし、雰囲気にぴったりだ, 10.142608
好きな俳優、フォレスト・ウィッテカーが出演しているということで、観てみました, 10.135456
試写会で芸能人がみんな黒い服装だったので何でかなって思ったけど、この映画観てわかりました, 10.049670
 スクール・オブ・ロックは、あんなに面白かったのに, 10.049670
でも一瞬の光で記憶が消える所とか、やっぱりクダラナイ, 9.903488
クレイ独特のカクカクした動きが、おとぎ話っぽくて好き, 9.656627
娯楽作だからそれでいいのですが, 9.656627
検屍局でJとLのやりとりは良かった, 9.656627
バロンがカッコ良かった、と言えるのが救い, 9.656627
」などと、心の中で黄色い声援を送っている自分がいた, 9.601953
しかし、過去に原作の面白さを生かしきれなかった作品もあるだけに、これだけ楽しめる作品に仕上がったのは素晴らしいと思います, 9.482517
映像が好みであれば楽しめるのかも, 9.452665
途中まで面白かったんだけど、最後にいくにつれて、萎んでいく感じでした, 9.448031
テレビとかで見て、得した気分になれる映画, 9.284245
すべてのシナリオが、完璧だった, 9.186624
でも、ある意味律儀だよね、あの役, 9.108642
そういう意味でDVDで観るのは正解, 9.080242
まぁ自分が英語勉強しろよといわれそうですが＾＾；面白かったです, 9.014797
とも思ったが、テンポ、カメラワーク、構想等々、非凡で良質, 8.716620
でも何より素晴らしいのは、1秒60コマ（だっけ, 8.440232
宇宙人グッズとかは好き, 8.440232
笑えるシーンがたくさんあって面白いんだけど、盛り上がりに欠ける映画ですよね, 8.386262
それが一番の持ち味であり見所なのだが、残念ながらそれ以外には見るところがまったくない, 8.346663
ただ、動きの美しさだけに言及したら、今後もこの映画を越えるものはそう容易には出て来ないのではないかと思う, 8.123520
別にいいじゃないですか、こんな軽くて、あっさりしてて、単純で、アリス風な物語でも, 8.103989
導入部から中盤辺りまでは面白かったのに, 8.034767
期待してみてしまったが、、、, 8.033168
期待していただけにガッカリ, 8.033168
全く期待していなかったのでなかなか面白かったです, 8.033168
彼がどんな人生を告白するか考えただけで面白そうだ, 8.023473
僕の中で最高の映画ですね, 7.921036
スタッフが楽しんで作っているのがひしひしと伝わってくる感じ, 7.681747
何が一番怖かったって、ＤＶＤのパッケージ写真のエスターです, 7.577186
2時間41分、良い時間を過ごすことができました, 7.543296
その辺の所で変化があればもっと面白かったのに, 7.483119
単に好みじゃないだけかもしれませんが、劇場で公開するほどの作品ではないと思います, 7.420909
こういういうこと映像で観せてくれる人達がいれくれて良かった, 7.241563
ミュージカル仕立てがあまり好きではないんですが, 7.236259
友達でも恋人でも家族でも, 7.236259
意外とデカいテーマ扱っていながら、Ｂ級くささもなく気軽に楽しめる, 7.223837
内容はそれなりに面白いのですが、最後の締めがちょっと良く判りませんでした, 7.169162
）だったけども、ただ遊ばれた女が一番みじめだった気が…, 7.154615
映画が終わったあとのあの清々しさは今まで感じたことがないものだった, 7.143957
で～も好き嫌い分かれるかな…個人的にはかなり好きですが, 7.107182
ラストの感動、すっきり晴れ晴れしたした私がいました, 7.047434
なので、最後の謎解きは素直になるほどと思いました, 7.040885
でも、劇場で見たいかというとそうではなく・・・ＤＶＤで十分です, 6.835477
特殊効果の質の高さがギャグを生かしています, 6.830794
ハイ、先程の金ロー、ワタシもつい観ちゃいました, 6.830794
物語は単純であまり深くないけど、短時間で軽くサクッと気軽に見れる, 6.825978
面白さがわからず、たったの90分がものすご～く長く感じた, 6.589746
最後の爽やかさは、やはり映画にはカタルシスとして、ときには欲しいです, 6.570881
あまり先入観なく劇場へ行ったのですが、なかなかよい映画だった, 6.494551
１９年間、絶えずを胸に抱き続けた想い, 6.437752
暇で暇で疲れる, 6.437752
これだけ投票があってなお満点に近いってところが、すごい映画ですね, 6.408721
ヘイウッドの、ウィリアムザドラーが、良い味を出しています, 6.283830
それが映画化が決まった際の気持ちであった, 6.190892
アメリカ人ってこういうの好きだよね～, 6.019864
こういうのアメリカ人好きだよね, 6.019864
それはともかく、ストーリー自体はとてもイイ, 5.994388
日本では大ヒットをしましたが, 5.873682
ただ、この作品に暇つぶし以上の価値があるかどうかは疑問, 5.838164
あと、ムタは好き, 5.715600
それをふまえて、ハードルが上がったけど、合格点には達しているのではないかと, 5.642168
自分の中ではこれが最もすばらしい映画だと思う, 5.584569
ラストがなかなか良かった☆いつかパグをガクガク揺らしてみたいです, 5.532862
彼氏と一緒に映画館へ行き、観たいのが無く、彼氏が観たいと良い、いやいや観たこの作品, 5.449885
自分が中学生くらいだったらもっと好きになれたかもしれないです, 5.402878
もしも映画でなければ、おそらく一生観る事はなかっただろう, 5.261345
冷やかし程度で見始めましたが、脚本はなかなか巧妙だと思いました, 5.245597
小学生くらいの女の子が見たら結構楽しめるかもしれませんね, 5.180534
一番下の女の子はキュートでかわいい, 5.180534
映像とかの詳しいことはわからないけど、ストーリーもすごく好きだし、サリーがすごくかわいらしかったです♪素晴らしい映画です, 5.142243
彼の良さを知った一本です, 5.108256
それと、それを引き立たせる背景と色調, 5.075174
頭からっぽで観たら面白かった, 5.075174
思ってた以上に面白かった, 4.993449
正直言うと、この世界にあまり入り込めませんでした、、、、, 4.909158
これはもう今まで私が見た映画の中で一番の作品です, 4.847903
ただ、これでオチさえ良ければ……と思わずにいられない, 4.828314
とは言え、笑いのツボは、私には合わず, 4.815891
う～ん、泣きはしなかったが素直に感動できる映画だ, 4.733448
これで作品の出来が落ちる場合が多々あります, 4.703493
終った後のすがすがしさは、言葉では言い表せません, 4.674392
１は面白いですよ, 4.597431
柔らかい雰囲気で可愛かった, 4.597431
ピザの配達人の使い方はうまい感じがしたけど、あとは何も考えず見れる作品, 4.585435
これ以後、このようにエイリアンを親しみやすく描く作品が増えた, 4.509878
多少の期待があったのですが、しょっぱい作品でした, 4.495856
まぁおかげでナオミが薄っぺらくなりましたが, 4.163566
渋めのベテラン脇役のがよかったんでは, 4.017384
グッズとかが欲しくなる映画は希少です, 3.611918
全体的にスリリングで楽しめたけど、やっぱり短かったですね, 3.611918
主題歌は爽やかで割と好き, 3.611918
だんだんいろんな事実が明らかになっていく、その追い詰められていく段階、良かったです, 3.218876
ただ、駆け足で作ったのか何かとアラが目立つ, 3.218876
短い作品だし、ちょっと何か見たいって気分の時にぴったりかも, 3.099867
この映画で教わった、大切な事, 2.853400
時間も短いし、ドキドキしながら楽しめたよ, 2.739373
そこまで指定出来ちゃうんだ･･･, 2.407946
洋画といつも比べてしまってがっかりすることの多い邦画にして、この映画は結構楽しめた, 2.387242
最後まで楽しんで見させていただきました, 2.212571
最後まで飽きなかったし、面白かった, 2.212571
それをそんなにいじらずに映画化した方が良かったんではないの, 1.896489
それでも、無駄のない作りで面白い作品だと思いました, 1.858627
まず、着想がいいですよね, 1.609438
終わり方も謎めいていて良かった, 1.609438
発想が斬新でとても驚かされた, 1.609438
良くできたストーリでたのしめた, 1.609438
とかハラハラしましたが、広げた風呂敷をきちんと畳んで、なお且つ面白かったです, 1.609438
さっぱり分からないことだらけで、最後までよく意味が分からなかった, 0.893935
Ｂ級の良さに目覚めていない方はには、まだ早い作品, 0.361658
こういった軽い感じの作品、好きですよ, -1.130166
あなたがやったことは正当防衛, -2.023184
この映画を見て得た収穫は、まず、オペラのよさを知ったこと, -2.023184
ということで、ちょっと点数低め, -2.687932
ですが、僕はこの作品をまったく好きになれません, -5.146750
ほのぼのした作品で好きです, -5.146750
ですが僕はそれらをまったくと言って良いほど感じることができません, -5.242060
