レビュー文, スコア
ラストにかけてかなりの盛り上がり具合でたぶんアメリカ人も絶叫したのではないでしょうか（笑）終盤にかなりの力技で見せてくれるけど、、、あまりストーリがなかったな, 22.884351
最初のシーンと、抜け出してからのシーンでは、前半の方がおもしろかったけど、後半もそれなりに持ち直して楽しめた, 22.509570
女の子も元気でかわいかったし、陸がない生活がどんなかを除くことができた, 22.451642
全員、昔の感じを残しつつも大人の俳優になっていた, 21.890266
“私は今までに、彼ら以上の親友には出会っていない”…良い言葉じゃないですか, 21.827059
内容はともかく、ミラ・ジョボビッチの若さと魅力で観客を惹きつけてきた面が否めない, 21.713340
この映画をＤＶＤで見ると特典映像でメーキングが見れる, 21.699544
キング原作でここまでうまくいったのは奇跡的, 21.697484
 世界観が実に私にぴったり（うっとり） 大道具、小道具が素晴らしい, 21.416911
施設の内装、外観ともに実に近未来的で美しい, 21.290890
ここの平均点が低いため、何の期待もせず、時間潰しにはちょうど良いと観たのが功を奏したのでしょうか, 21.194258
しかし、その不思議な力に捕まってしまった者にとってこの映画は、自己投影となる, 20.910671
この時代だったら、私もアメリカに憧れたかも, 20.861709
監督は「暗がり」ということばが好きだとインタビューで語っていたが、暗い部屋でも隅々まで綺麗に光が行き届いていて全然ライブ感がない, 20.628400
ヤマネの生意気さが愛らしくて気に入ったので、ヤマネがもっと大活躍するような内容だったら良かったのに・・・, 20.439467
ちょっとした演技のディティールも丁寧に計算されていてキャラクタ造形や、展開の味付けに一味加えていていいノリだと思う, 20.327167
今回、約１５年ぶりに観返して見たのですが、何とも言えない雰囲気があり、観終わってからもかなり余韻に浸ってしまいました, 20.034802
神田の幼さを連想させる歌声、松の凛とした歌声には心動かされた, 20.030119
舞台は終始海の上で、ビジュアル面での爽快感はそれなり, 19.969463
なかなか楽しめたが、多くの人が指示するほど感動や懐かしさは感じられなかった, 19.836201
カメラワークやアングルも自分好みで観ていて飽きない, 19.635558
ビルから落ちても平気とか、バイク乗り回しとか、ご都合主義を気にしなければ楽しめる一本です, 19.570529
吹き替えで鑑賞したけど、神田松滝は十分に重責を果たした, 19.512682
友達がホームステイでオレゴンに行きました, 19.313255
彼は今作では脇役であるはずなのですが……まぁ私が彼のファンであるため、許せてしまうのですがね, 19.308720
結果、ハッキリ言ってこれまでのベイ作品中では、最もまとまっている, 19.299233
連れて行った子供は熱心に見ていましたけどね, 19.242105
主人公達が奇跡のように生き残っていくところでは思わず笑ってしまった, 18.948612
映画が気に入った人はぜひ読んでみてください, 18.711847
この映画を好きな方に対してどうこうというのではなくて、私が良さを理解出来ませんでした＾＾ゞ賛否両論が結構あったから避けてたんだけど、意外と面白かった, 18.678436
音楽とサブキャラクターだけが突出して良い仕事をしていた印象です, 18.474261
何ともパッとしませんが、映像が綺麗で海上での戦いは目新しくて、迫力ありました, 18.115625
すべてが海、陸がでてこない画面、うあーすげーいい, 18.056038
スカーレットの登場シーンはサラサラの金髪に白い肌・・目を奪われる, 17.841460
私はこの作品の世界観を堪能させてもらいました, 17.815816
ＵＳＪで面白かったので見たら、そのままの映画でした, 17.809578
つっこみやすい作品だがそこをおおめにみれば、良い作品だ, 17.675774
予告の通りでしたが映画自体はそれなりに楽しめました, 17.432513
ただ、畳の上で生活するアメリカ人の姿はなかなか面白い描き方だったと思う, 17.420818
フィクションはリアルにノンフィクションはドラマチックに、べし結局、原因はわからなかったけど、雰囲気は楽しめました, 17.315457
カントクさんが映画で遊ぶのは大いに結構だけど、この程度の遊びには、付き合いきれません, 17.245508
そのときの表情が一瞬、大人びて見える, 17.233813
変わった作風で万人ウケすることはなさそうだよな～, 17.230286
ただストーリーはありきたりなんで、ストーリー性を求めて落ち着いて観る人には向かないかも, 17.218844
子どもの教育にはいいかもしれないが、大人が見るものではなかった, 16.886276
この映画ではアイデンティティの確立をシンプルすぎるくらいまっすぐに表現している, 16.775505
設定としては斬新だが、その設定をほとんど活かせていない, 16.635532
正直、話の内容は・・・ですが、これだけの大ヒット, 16.540666
途中まで面白くみていたものの最後まで見た後には「ふ～ん, 16.493233
今作がパート4でなければ、それなりに満足出来たのだろうと思う, 16.462577
男の子だったらもっとこの映画に共感できたかもしれない, 16.434578
襲ってくるまでの過程をもっとしっかりと織り込めば、サスペンスが持続してもっとハラハラさせられるものを、不意打ちでは単発に終わってしまい、ハラハラ感が続かない, 16.127790
ちなみにこの曲は僕の一番好きな曲です, 16.057112
尊重すべきは自分たちの命だけみたいですよ、奥さん, 15.970395
ミラ・ジョヴォヴィッチが今までより随分きれいに見えた, 15.555652
上空から撮ったラストのアングルカットが結構気に入っています, 15.529509
でも、気楽に映画を楽しみたい気持ちで見たのでかなり楽しめました, 15.506993
とか冷静に言い聞かせる自分がいる（笑）, 15.418747
吹き替え版だったが、評判通りとても良かった, 15.353799
 いや～こんな私好みの作品とは、予想していませんでした, 15.310249
泳ぐのは良いが、どうも頭の薄いのが気になって仕方が無かったが・・・設定は好きなんだけどね・・・, 15.083222
個人的には、鹿に出会うシーンが好み, 15.035789
期待が高すぎたのか、普通の作品でした, 14.931424
しかもその宝箱は、ほとんどの人達が持っていて、誰もが胸の奥に大事に隠してる, 14.918006
めっちゃ可愛いＤＶＤパッケージで誘っておいて、レンタルして再生したら並以下だった・・・って感じです, 14.905550
アン・ハサウェイがなかなか面白い芝居をしており、ヘレナ・ボナム＝カーターが非常に良かったのが見つけモノ, 14.877984
オラフのプレゼントは、ディズニーっぽくてとっても好き, 14.865561
USJが良かったので、映画も見てみたらそこそこ面白い, 14.837563
素晴らしいアイデアに満ちた脚本をここまでズタズタにしてしまったことは残念でなりません, 14.822340
それと私の鑑賞の主目的、ドクター・メリックはとってもお素敵でした, 14.684368
自分が魅力がなくなったのかなあ, 14.623673
いやぁ、映画ファンとしてはそれだけで嬉しいです, 14.590703
めがねがあとちょっといきがってたら俺のリモコンは、確実に奴の動きを高速化していた, 14.513341
主人公にもっと魅力があればもっとよかったのに, 14.359297
上記の二つのお陰で、御都合主義が際立ってしまっているというか, 14.331019
ＣＦにではなくキャストにお金をかけて欲しかった, 14.054631
（ゴーテッツとか）いままでで一番の映画ですよ, 14.026633
ただ終りに向かえば向かうほどこの映画に対しての興味は薄れて行った, 14.026633
で、見て思うがやっぱり３Ｄの必要性がさっぱりわからん, 13.978799
ただ、終盤の展開はやや尻すぼみ気味でテンションが下がりました, 13.771632
できるかぎり音をあげ、できるかぎり大画面で観れば、それなりの効果はあると思います, 13.568650
しかし、清水監督はいつまで同じパターンを繰り返すつもりなのでしょうか, 13.474584
ただ、その当時の感動はないなぁ, 13.317605
サラは相変わらず可愛かったけど表情がやつれた感じであまり魅力が出ていなかったなぁ, 13.101247
個人的には、世界観は好きです, 13.025240
但し、劇場で千数百円払う価値は感じない, 12.957147
その後、本を買い、歌も一生懸命覚えた, 12.886797
往年の米ミュージカルのテイストもあって、中盤まではなかなかの出来, 12.798542
一緒に逃げたおねえちゃんのムチムチボディだけが《記憶》に残りました, 12.616221
当然、怖さを表現する本気の演技を見せてくれるのもいーし、そーゆうのが伝わる演出でもいい, 12.487144
映画見ながら本気で寝たのは初めて, 12.417195
期待出来たのは最初の10分まで, 12.388261
ジャイモン・フンスーさん存在感があり、カッコ良かった, 12.362750
目のつけどころがいいよね、サム・ライミは, 12.064573
前作の出来がわりとハザード状態だったので全然期待しないで観たんですが、いやいやめちゃくちゃ面白かったですよ, 11.925997
ストーリーはこれと言った目新しさが無いのと、ラストがガチャガチャとしていたのだが、楽しく観れたので全体としては良い, 11.916953
個人的にテディのキャラクターが一番好きでした, 11.736069
UＳＪのほうが・・・・・・・・音楽が好き, 11.688636
ってことに徹していて清々しいですよ, 11.603465
でもね、そのスペアが意思を持ち喜怒哀楽の感情を持っていたら、それを果たして「物」として扱えるかどうかですよ, 11.512925
ＳＷシリーズでもそうだったが、「運が良くて、たまたまラッキー」とか、そんな役が似合っているんだよねーー, 10.848178
お金払わなくて良かったです, 10.835755
ここでの評価が低かったので全く期待せずに観たら、期待以上に面白かった, 10.775136
こんな投げっぱなしのエンディングに、これ以上頭を使わなくていいんだって、そう思ったらすごく楽になりました, 10.642140
 あと、音響がとても良かったので＋１, 10.621104
風景も壮大で、追ってくる捜査官も迫力があってよかった, 10.442713
普通に面白かったんですが、結局ごり押しで深みはありませんでした, 10.126631
映像がクリアだったし字幕も大きめで観やすかったです, 10.080858
オラフをはじめキャラはとても良かったんですが, 10.049670
それより、リバーが本当に素敵, 10.013531
主役がほんと美男美女で、画面に出てくると見とれてしまう, 10.008848
エルサはあの場面で主題歌を歌うんですが、ありのままでじゃなく開き直っただけですよね, 9.644205
でも、そこまでひどい作品とも思わなかったのでこの点数で, 9.642606
笑映像がきれいでそれなりに楽しめました, 9.529210
スカーレット・ヨハンソンの唇のおかげで、かろうじて救われました, 9.186624
チシャ猫の毛並みの美しさが一番の見所では, 8.845697
キャラではオラフが良かった, 8.440232
ストーリー以外は、純粋に楽しめました, 8.098996
ポストマントか、ボトルレターで始まるロマンスとか, 8.047190
高校の修学旅行のバスガイドさんがすすめてくれた, 8.047190
しかし、「そこまでイイ作品か, 8.033168
あちらでヒットしたのだから、ありなんだろうね, 8.023473
手堅いところでまとめてしまった感じ, 7.705430
なんていうのは綺麗事で、正直彼女が登場した瞬間、激しく「萎え」てしまって, 7.698523
絵が本当にきれいで、ため息がでます, 7.593163
スーザンがすごくいい家に住んでるのが印象に残った, 7.584133
自然を大切にって事でいいですよねシャマランさん, 7.305481
ぶち切れ悪役ホッパーは、あれはあれで良かったのでは, 7.236259
あっちに出たりこっちに出たりと、充実したストーキング三昧の日々を送っています, 7.236259
やっぱ名作だよこれは, 7.223837
でも、少し涼やかな気にさせてくれたので、おまけでこんだけ, 7.012316
アイディア一つ浮かんだ, 6.602887
ブルーレイなりDVDなりを自宅で観るので充分だと考えていた, 6.437752
ユニバーサルの地球に入っていくオープニングだけがまあまあ面白かった, 6.425329
元々期待していなかった分、それなりに楽しめましたよ, 6.404536
らしいが、正直なんのための続編だったのかいまいちわからず, 6.246212
シリーズで一番のお気に入りになりました, 6.201386
１作目と２作目は結構好きだったのに・・・・残念です, 5.605786
けっこう期待していたのだが、その期待を見事に裏切るつまらなさ, 5.478747
ヒロインが肉感的でセクシーでいいですね, 5.221356
まず単純ですがとにかく「コバヤシ君・・・」が出てきただけで、無条件で高得点なのです, 4.828314
面白かったのはオープニングだけだった, 4.815891
オープニングは凝っていて良かった, 4.815891
水は大切ですしかし、評価低いっすね, 4.639381
分かりやすいとこもっと怖いのかと思ったが期待外れだった, 4.348811
それが一番不思議, 3.665163
一番よかったのは赤の女王, 3.218876
ホントは、チャンスはいつだってすぐそこにある, 3.218876
ブシェミ見たさで見たが、やはり出番はそれほど多くなかった, 3.218876
途中まで面白かったのに・・・, 3.218876
以上なぜか一番好きです, 3.064954
期待してたのに・・・, 2.739373
期待はずれで面白くありませんでした, 2.739373
期待しないであまり深く考えないで見ればそこそこ面白い, 2.739373
ぜんぜん期待していなかったので、思ったより面白かった, 2.739373
ここに出てくる、カタマランとか、素晴らしい、と思いました, 1.609438
でもすでに十分ひねくれてしまった僕としては斜に構えて見てしまいいます, 1.609438
ラプンツェルであんなに出来たのに, 1.609438
